100	14661
101	13819
102	12548
103	11822
104	11363
105	11578
106	11136
107	11089
108	12110
109	13625
110	15951
111	16651
112	14891
113	12962
114	12134
115	12043
116	11951
117	12483
118	13302
119	14810
120	16683
121	17461
122	16458
123	14942
124	13662
125	12949
126	13014
127	12962
128	13763
129	15553
130	16960
131	18329
132	19583
133	21431
134	20344
135	20006
136	19872
137	21016
138	23793
139	28093
140	31300
141	31902
142	30569
143	30505
144	31460
145	32480
146	33047
147	33450
148	33833
149	35212
150	37707
151	41055
152	44248
153	47017.5
154	49360
155	53881
156	56986
157	61541.5
158	67106.5
159	73053.5
160	79376.5
161	85664
162	93929
163	105276
164	115312
165	125804
166	134965
167	140050
168	141570
169	140777
170	140276
171	138412
172	138456
173	143341
174	147011
175	151614
176	156534
177	161660
178	156092
179	152950
180	148842
181	143289
182	138718
183	133814
184	128368
185	125188
186	123956
187	122574
188	118944
189	116394
190	113494
191	111922
192	106948
193	103540
194	98717.5
195	95219.5
196	92837
197	90153
198	88576
199	85504.5
200	82080
201	78227
202	75088.5
203	73284
204	68554.5
205	64967
206	63233.5
207	60383.5
208	56540.5
209	54696
210	52835
211	50376.5
212	47842.5
213	46085.5
214	43556.5
215	42146
216	39968
217	37721
218	36394.5
219	34404.5
220	32726
221	31188
222	29742.5
223	28425.5
224	26305
225	25508
226	23976
227	23357.5
228	21967
229	21060.5
230	20065
231	19225.5
232	18325.5
233	17434.5
234	16467.5
235	15999
236	14929
237	14497
238	13941
239	13381
240	13124.5
241	12496
242	12240
243	11367.5
244	11234.5
245	10826.5
246	10527
247	10086
248	9889.5
249	9843.5
250	9291
251	9271.5
252	9093.5
253	8715.5
254	8651
255	8538
256	8065
257	7874.5
258	7920.5
259	7705
260	7589
261	7366.5
262	7455
263	7349.5
264	7200
265	7317
266	7127.5
267	6970
268	6978
269	6970.5
270	6874
271	6900.5
272	6805
273	6706.5
274	6513.5
275	6625.5
276	6622
277	6687
278	6643
279	6514.5
280	6418.5
281	6492.5
282	6530.5
283	6448
284	6346
285	6637.5
286	6470.5
287	6494
288	6648
289	6476
290	6670
291	6608.5
292	6624.5
293	6612.5
294	6739.5
295	6689
296	6681.5
297	6698.5
298	7042.5
299	6936
300	6860
301	6941.5
302	6852
303	7082
304	7193
305	7355.5
306	7230.5
307	7298.5
308	7295.5
309	7476.5
310	7611
311	7560.5
312	7601.5
313	7906.5
314	7881
315	7628
316	8118
317	7957.5
318	7925.5
319	7737.5
320	7988
321	8239
322	8066
323	8386
324	8592
325	8541
326	8891.5
327	9008
328	9112
329	9272
330	8921.5
331	9176
332	9134
333	9363
334	9608
335	10154
336	10727.5
337	10844
338	11035.5
339	11112.5
340	11270
341	11186
342	11534.5
343	11588.5
344	12034
345	12446.5
346	12961
347	13542.5
348	14133
349	14247.5
350	14617.5
351	15109.5
352	15305.5
353	15535.5
354	15436.5
355	16123.5
356	16440
357	17447
358	17307
359	17458.5
360	18006.5
361	18011.5
362	17576.5
363	17506
364	17635
365	17765
366	17879.5
367	17935.5
368	18557.5
369	18282.5
370	18139.5
371	18357
372	17840
373	17929.5
374	17365
375	17438
376	16936
377	16587
378	16866
379	16581.5
380	16440
381	16489
382	16222
383	15995.5
384	15479
385	14629.5
386	14646
387	14306
388	13661
389	13485.5
390	13042.5
391	12757.5
392	12905
393	12462.5
394	11977
395	11544.5
396	11122
397	10877
398	10287
399	10444.5
400	10045.5
401	9655
402	9289
403	8874.5
404	8851
405	8156
406	8206.5
407	7839.5
408	7490.5
409	7049.5
410	7008.5
411	6593.5
412	6492
413	6331.5
414	5830
415	5766.5
416	5524
417	5365.5
418	5175.5
419	4960.5
420	4845.5
421	4604.5
422	4515
423	4272.5
424	4170
425	3854
426	3841
427	3749
428	3517
429	3459.5
430	3326
431	3136
432	3095.5
433	3033
434	2874
435	2760
436	2653
437	2615.5
438	2511
439	2515.5
440	2376
441	2467
442	2305.5
443	2188
444	2342
445	2132
446	1965
447	2070
448	1915.5
449	2031
450	1825
451	1799.5
452	1832.5
453	1821
454	1779.5
455	1817
456	1714.5
457	1722
458	1669
459	1757
460	1607
461	1663.5
462	1555
463	1661
464	1485
465	1596
466	1602.5
467	1589
468	1606.5
469	1514.5
470	1578.5
471	1548.5
472	1615
473	1542
474	1497.5
475	1530.5
476	1605.5
477	1531
478	1557.5
479	1543.5
480	1483
481	1526
482	1593
483	1610
484	1569
485	1549
486	1604.5
487	1537.5
488	1616
489	1599
490	1670
491	1616.5
492	1632.5
493	1650
494	1697.5
495	1632
496	1750
497	1727
498	1685.5
499	1718.5
50	12568
500	1735.5
501	1824
502	1811
503	1757
504	1826
505	1744.5
506	1852.5
507	1873.5
508	1838
509	1871.5
51	10552
510	1860
511	1823
512	1923.5
513	1932.5
514	1849
515	2051.5
516	1941
517	2029.5
518	2017.5
519	2108
52	9822
520	2098.5
521	2218.5
522	2228.5
523	2174.5
524	2290
525	2170
526	2308.5
527	2347.5
528	2305
529	2479.5
53	9484
530	2445
531	2494.5
532	2624.5
533	2534
534	2584.5
535	2543
536	2550
537	2561
538	2749.5
539	2731
54	9947
540	2909.5
541	2805
542	2779.5
543	2871
544	2857
545	2852.5
546	2835.5
547	2860.5
548	2900
549	2967
55	10465
550	2806.5
551	2898.5
552	2962
553	2951
554	2951
555	2946
556	2847
557	2831.5
558	2923
559	2796
56	11348
560	2883.5
561	2902.5
562	2921.5
563	2825.5
564	2744
565	2655.5
566	2697.5
567	2791
568	2703
569	2524.5
57	12939
570	2640.5
571	2605
572	2649.5
573	2582.5
574	2508
575	2313.5
576	2311.5
577	2310.5
578	2271.5
579	2264.5
58	14540
580	2256.5
581	2184.5
582	2150.5
583	2078.5
584	2105
585	2135
586	1994.5
587	1959.5
588	1944.5
589	1883.5
59	14943
590	1801.5
591	1861
592	1760.5
593	1630.5
594	1561.5
595	1647
596	1568
597	1466.5
598	1546
599	1505
60	14415
600	1371
601	1392
602	1284
603	1261
604	1199
605	1226.5
606	1184
607	1083
608	1110
609	999.5
61	13332
610	965.5
611	881
612	931
613	917
614	870.5
615	948.5
616	838.5
617	724.5
618	862
619	808.5
62	12030
620	733
621	736
622	663.5
623	620
624	700
625	635
626	629
627	628
628	557
629	657
63	11628
630	571
631	526
632	544
633	540.5
634	448.5
635	497
636	425
637	509
638	438
639	447
64	11564
640	444
641	442
642	441
643	423.5
644	376
645	423
646	428
647	389
648	360.5
649	374
65	11311
650	362
651	382
652	360
653	338.5
654	345
655	335.5
656	321
657	331.5
658	362.5
659	294
66	11368
660	330
661	319
662	281
663	306
664	300
665	338
666	303
667	327
668	271.5
669	305
67	12009
670	292
671	309
672	323
673	299.5
674	257
675	293
676	262.5
677	298
678	273
679	311
68	12870
680	285
681	299
682	320.5
683	236
684	274
685	278
686	295
687	230.5
688	306
689	229.5
69	15929
690	293
691	308
692	286
693	280
694	258
695	275
696	302.5
697	232
698	292.5
699	321
70	16850
700	291
71	13201
72	11299
73	10888
74	10171
75	10115
76	10357
77	10747
78	13575
79	17083
80	17598
81	14672
82	11147
83	9654
84	9019
85	9156
86	9094
87	9573
88	9852
89	11670
90	13909
91	14782
92	11899
93	10188
94	9341
95	9230
96	9718
97	10471
98	12113
99	13860
