100	14072
101	14029
102	13881
103	14012
104	13710
105	13902
106	13410
107	13304
108	13178
109	12536
110	12838
111	12911
112	12598
113	12366
114	12351
115	12557
116	12177
117	11967
118	11749
119	11609
120	11606
121	12114
122	12627
123	13824
124	15527
125	17703
126	19663
127	21193
128	22120
129	21987
130	22422
131	23278
132	24866
133	26161
134	27251
135	29095
136	30116
137	31345
138	32325
139	33018
140	33670
141	35293
142	39179
143	49611
144	65991
145	88027
146	109585
147	129926
148	142762
149	151240
150	157429
151	160375
152	159147
153	160776
154	162224
155	163946
156	167435
157	171082
158	171748
159	174114
160	176295
161	177120
162	179912
163	182132
164	185438
165	190754
166	195352
167	200144
168	204598
169	205430
170	204074
171	204718
172	203080
173	203234
174	202346
175	202089
176	202450
177	201775
178	200798
179	199804
180	197125
181	194260
182	189752
183	185208
184	182140
185	177249
186	173663
187	169492
188	166562
189	162516
190	158828
191	154176
192	150469
193	147022
194	141348
195	135851
196	131402
197	125992
198	121020
199	117474
200	113776
201	109018
202	107074
203	102086
204	99432
205	93966
206	90164.5
207	85894
208	82524
209	78329.5
210	75436
211	71994
212	70047
213	67003.5
214	64444.5
215	62204
216	58848
217	56003
218	52598.5
219	50587
220	47985.5
221	45781
222	43124
223	42333.5
224	40902
225	38712
226	36758
227	35257.5
228	32875.5
229	31787.5
230	30079.5
231	28267
232	27236
233	26097.5
234	24879
235	23787.5
236	22883.5
237	21946
238	20553.5
239	19865.5
240	18624
241	17853.5
242	16783.5
243	16225.5
244	15847.5
245	15235
246	14580
247	13826.5
248	13118.5
249	12710.5
250	12080
251	11604.5
252	11042.5
253	10985
254	10264
255	9808.5
256	9523.5
257	9339
258	8810.5
259	8586.5
260	8327
261	7764
262	7689.5
263	7396
264	7023
265	6932.5
266	6719
267	6672
268	6634.5
269	6296.5
270	6027
271	6029.5
272	5822.5
273	5632
274	5633
275	5457
276	5534
277	5426
278	5406
279	5465.5
280	5395
281	5347
282	5438
283	5117.5
284	5216.5
285	5442.5
286	5327
287	5514
288	5658
289	5491.5
290	5652
291	5562
292	5544
293	5753.5
294	5705
295	6043.5
296	6023.5
297	6048.5
298	6271
299	6421.5
300	6327
301	6521.5
302	6519.5
303	6784
304	6717
305	6740.5
306	7010.5
307	7023.5
308	7200
309	7320
310	7404
311	7445.5
312	7468
313	7894
314	7642
315	7887.5
316	7887
317	7899
318	8271.5
319	8188.5
320	8320
321	8445
322	8405
323	8681
324	8568.5
325	8877.5
326	9289.5
327	9281
328	9578.5
329	9508
330	9594.5
331	9754.5
332	9741.5
333	10124
334	10048
335	10475
336	10369.5
337	10847
338	10893
339	10953.5
340	11315
341	11321
342	11794.5
343	11808
344	12240.5
345	12120.5
346	12341
347	12528.5
348	12749.5
349	12900
350	13262
351	13403
352	13533
353	13906
354	13724.5
355	14176.5
356	14316.5
357	14643.5
358	14731.5
359	14799.5
360	14899
361	14902
362	15111
363	15400
364	15073
365	15214.5
366	15271
367	15612
368	15538
369	15487
370	15447
371	15684.5
372	15541
373	15562
374	15347.5
375	15006
376	14982.5
377	15125.5
378	15118
379	14899.5
380	14833
381	14476.5
382	14665
383	14305
384	13916.5
385	13808.5
386	13815.5
387	13328.5
388	13240.5
389	12964.5
390	12969
391	12627
392	12069.5
393	12104
394	11963.5
395	11928.5
396	11324.5
397	11219
398	11104.5
399	10673
400	10654
401	10249.5
402	10209
403	9915.5
404	9262
405	9184
406	8855.5
407	8756.5
408	8616.5
409	8175
410	8121
411	7880
412	7645
413	7442.5
414	7293
415	6805.5
416	6712.5
417	6628.5
418	6460
419	6130
420	6071.5
421	5735
422	5604.5
423	5479.5
424	5213
425	5186
426	4787
427	4687
428	4527
429	4569.5
430	4161
431	4137.5
432	4114.5
433	3977
434	3714
435	3895.5
436	3679.5
437	3416.5
438	3442.5
439	3267
440	3227
441	3072.5
442	3112
443	2912
444	2813
445	2814.5
446	2731
447	2603
448	2480.5
449	2506.5
450	2482.5
451	2528.5
452	2363
453	2401.5
454	2283.5
455	2142
456	2198
457	2175
458	2111
459	2080.5
460	1951
461	1992
462	2076
463	1914.5
464	2052.5
465	1875.5
466	1874
467	1895
468	1918
469	1856
470	1797
471	1796
472	1796
473	1803
474	1780
475	1786
476	1771
477	1832.5
478	1776
479	1767
480	1819
481	1762.5
482	1752
483	1742
484	1718
485	1803.5
486	1832
487	1850
488	1792
489	1808
490	1855
491	1881
492	1795
493	1894
494	1874.5
495	1749
496	1907
497	1910
498	1925
499	1940
50	40268
500	1935
501	1967
502	2047
503	1822
504	1897
505	1938
506	2030.5
507	1984
508	2024
509	1970
51	42611
510	2019.5
511	1978.5
512	2153
513	2012
514	2199.5
515	2013
516	2097
517	2090
518	2071
519	2336.5
52	45086
520	2104.5
521	2198
522	2102.5
523	2179.5
524	2191.5
525	2121
526	2189
527	2303.5
528	2361.5
529	2243
53	47194
530	2347.5
531	2270.5
532	2376
533	2368
534	2398.5
535	2433
536	2492.5
537	2399.5
538	2414.5
539	2491.5
54	49351
540	2514
541	2405.5
542	2574
543	2623
544	2541
545	2631
546	2744
547	2620
548	2650
549	2721
55	51180
550	2670
551	2642.5
552	2685
553	2770
554	2679.5
555	2648.5
556	2582
557	2772.5
558	2699
559	2800
56	51188
560	2591.5
561	2641
562	2612.5
563	2789
564	2735.5
565	2671
566	2669.5
567	2583.5
568	2663
569	2599
57	49038
570	2547
571	2556
572	2491.5
573	2531
574	2476
575	2440.5
576	2622
577	2386
578	2373
579	2397
58	46886
580	2463
581	2333
582	2376
583	2315.5
584	2377
585	2245
586	2270
587	2279.5
588	2160
589	2082
59	44605
590	2099.5
591	2048.5
592	2063
593	1799
594	1953.5
595	1813.5
596	1921.5
597	1878
598	1721.5
599	1723
60	42057
600	1626
601	1714.5
602	1539.5
603	1567
604	1599
605	1549.5
606	1525.5
607	1445
608	1473
609	1427
61	40067
610	1385.5
611	1282.5
612	1269.5
613	1294
614	1255
615	1176.5
616	1218
617	1136.5
618	1132.5
619	1079
62	38031
620	1152
621	1077
622	1052
623	1067.5
624	957.5
625	1038
626	915.5
627	952.5
628	886
629	904.5
63	36521
630	798
631	865
632	819.5
633	772
634	799.5
635	752.5
636	734.5
637	704
638	763
639	739
64	34455
640	650
641	694.5
642	718
643	613.5
644	613
645	592
646	636
647	628.5
648	643.5
649	554
65	31999
650	573
651	553
652	552
653	550
654	587
655	530
656	514
657	518
658	502
659	491
66	31282
660	502
661	440
662	447.5
663	473
664	478
665	423
666	441
667	414
668	453
669	412
67	29544
670	426.5
671	429
672	425
673	447
674	383
675	409
676	383
677	413.5
678	381.5
679	364
68	28714
680	368
681	411
682	405
683	342.5
684	420
685	396.5
686	396.5
687	398.5
688	413
689	372
69	27535
690	412
691	358
692	382
693	406
694	353.5
695	323
696	386
697	398
698	378
699	344
70	27177
700	365
71	25918
72	25152
73	24269
74	23318
75	22745
76	21996
77	20786
78	19983
79	19292
80	18811
81	18244
82	17775
83	17238
84	16766
85	16397
86	16158
87	16201
88	16414
89	17060
90	17441
91	17660
92	17653
93	17527
94	17207
95	16457
96	15924
97	15069
98	14698
99	14352
