GO:0007159	8.575701250434793e-4
GO:0022409	8.575701250434793e-4
GO:1903706	8.575701250434793e-4
GO:1902105	8.575701250434793e-4
GO:0002507	8.575701250434793e-4
GO:1903039	9.19670675247667e-4
GO:1903037	9.19670675247667e-4
GO:0050863	9.19670675247667e-4
GO:0002520	0.001962320933950242
GO:0002517	0.002234382584270614
GO:0022408	0.018927171753789645
GO:1903038	0.0493766556968941
GO:0007159	0.0493766556968941
GO:0010882	0.0493766556968941
GO:0003012	0.0493766556968941
GO:0030098	4.579929635433e-9
GO:0030217	6.610999327344018e-9
GO:1902105	7.758079277497129e-7
GO:0043547	1.7448667051839866e-6
GO:0035710	2.5508993576600285e-6
GO:0002366	2.5508993576600285e-6
GO:1903706	2.5508993576600285e-6
GO:0002263	2.5508993576600285e-6
GO:0046631	3.2327809340318754e-6
GO:0022409	3.5625946070314995e-6
GO:0002764	1.3537095936083153e-5
GO:0002757	1.3537095936083153e-5
GO:0050851	1.3537095936083153e-5
GO:0043087	1.3537095936083153e-5
GO:1901214	1.4754457405963503e-5
GO:0002768	1.4754457405963503e-5
GO:0002429	1.754124553173704e-5
GO:1903706	4.605104305001409e-5
GO:0002253	4.605104305001409e-5
GO:0046631	7.521023181410905e-5
