gene;p_val;avg_log2FC;pct.1;pct.2;p_val_adj
Cdk2;4.44698444607077E-18;0.12429179935689;0.044;0.018;1.43570892841395E-13
Ptpn11;3.83405277306364E-14;0.124405504028357;0.124;0.082;1.23782393778359E-09
1110004F10Rik;5.93060968493992E-16;0.124491489645573;0.31;0.238;1.91469733678285E-11
Denr;4.73689375680785E-16;0.124630318236534;0.271;0.203;1.52930614938542E-11
Chchd4;5.20820167500288E-17;0.124728705703691;0.08;0.044;1.68146791077468E-12
Pdk1;8.8748084171825E-16;0.124865896383232;0.043;0.019;2.86523189748737E-11
Hars;6.1199456587481E-15;0.124926318520504;0.117;0.075;1.97582445592682E-10
Pafah1b2;2.0706210174544E-14;0.124965418704009;0.105;0.067;6.68499995485154E-10
Tmem134;3.06638197482036E-14;0.125087968523498;0.368;0.291;9.89981420570753E-10
Hnrnpa2b1;1.28298583622407E-13;0.125178930997225;0.613;0.517;4.14211977224941E-09
Rnf2;1.54401506917168E-18;0.12518585091786;0.067;0.033;4.98485265082077E-14
S100a8;0.028227844236186;0.125447949225795;0.011;0.007;1
Aen;1.33855734642551E-15;0.125481342596884;0.072;0.039;4.32153239293476E-11
Plaa;3.17803764219565E-15;0.125496574970786;0.099;0.061;1.02602945278287E-10
Mrps26;2.18098519219169E-14;0.125502860262681;0.265;0.201;7.04131069299086E-10
Hnrnpk;2.04562666054671E-17;0.125533474571571;0.509;0.408;6.60430567357505E-13
BC005624;2.41215494907526E-16;0.125613698002517;0.152;0.102;7.78764225308949E-12
Parp1;5.1078913036493E-13;0.125691331762398;0.084;0.052;1.64908270738318E-08
Ccdc88c;3.17315455628732E-15;0.125718401846255;0.181;0.127;1.02445294849736E-10
Ahsa2;2.32536481409277E-14;0.125843390082917;0.09;0.055;7.50744030229851E-10
Vamp8;2.1671757246669E-13;0.125864028285403;0.53;0.441;6.9967268270871E-09
Pla2g12a;1.32081655476582E-15;0.125950707360393;0.064;0.034;4.26425624706144E-11
Mrps5;6.34658584209301E-13;0.125978905402452;0.112;0.075;2.04899523911973E-08
Utp14a;7.49569582338804E-14;0.126012461005974;0.099;0.063;2.41998539658083E-09
Oaz1;1.69096160382845E-18;0.126155346658057;0.92;0.857;5.45926953796016E-14
Snhg15;4.5122201473172E-11;0.126157272681211;0.058;0.034;1.45677027456136E-06
Tsta3;3.80438400473111E-13;0.126344847818547;0.106;0.069;1.22824537592744E-08
Raph1;9.64562957170212E-16;0.126354288289775;0.07;0.038;3.11409150722403E-11
Tomm70a;8.76604720970737E-14;0.126666379542849;0.116;0.076;2.83011834165402E-09
Thoc1;2.29923105280201E-12;0.126666654696915;0.095;0.062;7.42306745397129E-08
Ptprs;2.93097844738377E-25;0.126715028065627;0.035;0.01;9.4626639173785E-21
Apaf1;9.43869390613149E-17;0.126724167581362;0.052;0.025;3.04728232759455E-12
Azin1;8.04760495111714E-13;0.126821727391414;0.092;0.059;2.59816925846817E-08
Celf2;7.55815215097378E-13;0.126909473049748;0.351;0.281;2.44014942194189E-08
Cbx5;2.11770272756734E-09;0.126966012953185;0.087;0.06;6.83700325595115E-05
Psmd9;3.17149763166488E-13;0.12706846116737;0.155;0.11;1.02391801038301E-08
Stat3;8.57595277658254E-18;0.127100194792718;0.21;0.147;2.76874635391967E-13
Slc48a1;1.04171536560136E-15;0.127149651474553;0.083;0.048;3.36317805784398E-11
Comtd1;2.74211387365734E-18;0.127171498349148;0.071;0.037;8.85291464110273E-14
Gatad2a;6.36257858849772E-15;0.127284352995642;0.182;0.129;2.05415849729649E-10
Aatf;7.70294938199976E-16;0.127336710386764;0.071;0.039;2.48689720797862E-11
Hip1;4.66980155169182E-15;0.127418077504955;0.131;0.086;1.5076454309637E-10
Erp29;6.40535727422043E-16;0.127428645305946;0.313;0.241;2.06796959598207E-11
Ptbp3;4.0749582080667E-17;0.127510871027555;0.332;0.253;1.31560025747433E-12
5730480H06Rik;6.18494168193775E-17;0.127658490745591;0.047;0.021;1.9968084220136E-12
Zfp36l2;1.22315665721721E-15;0.127698928092377;0.429;0.341;3.94896126782576E-11
Cd6;4.94865024531914E-15;0.127972458561871;0.263;0.198;1.59767173170129E-10
Pttg1;6.23561259648673E-16;0.127995661716169;0.22;0.159;2.01316752677574E-11
Nom1;1.2920837506838E-13;0.128002265644428;0.087;0.054;4.17149238908266E-09
Gtf2h5;1.98434106971189E-15;0.128179904406017;0.353;0.276;6.40644514356485E-11
Tubb6;1.19109619923043E-26;0.128259111457641;0.033;0.008;3.84545407921546E-22
Zfp800;2.4198300645021E-14;0.128319992249157;0.081;0.048;7.81242136324502E-10
Mast3;6.66852303536061E-15;0.128329460516253;0.079;0.046;2.15293266196617E-10
Raly;6.98973361957601E-18;0.128350828783572;0.371;0.286;2.25663549908011E-13
Htatip2;1.72598144909425E-15;0.128352832453956;0.206;0.149;5.57233110840079E-11
Zbed3;2.75621949271029E-17;0.128528081882061;0.042;0.018;8.89845463221516E-13
Otulin;4.14878686480064E-16;0.128687544790641;0.263;0.197;1.33943583930089E-11
Trim27;9.70459511292544E-14;0.128722354691224;0.13;0.088;3.13312853220798E-09
Tpr;9.63343366598506E-16;0.128737000689666;0.444;0.355;3.11015405906328E-11
Kcnq1ot1;1.66169224046862E-13;0.128801837361901;0.089;0.055;5.36477339835294E-09
Ppp3cb;1.85074035636009E-12;0.128824433574816;0.122;0.084;5.97511524050856E-08
Frg1;2.01978791282848E-13;0.128836513406191;0.23;0.173;6.52088527656675E-09
Incenp;7.92801591436621E-09;0.128860133589798;0.08;0.055;0.000255955993795
Rbm34;1.32711785712514E-11;0.128899253892269;0.1;0.067;4.28460000172852E-07
4930522L14Rik;5.547080893664E-13;0.129046689930712;0.077;0.046;1.79087506651942E-08
Ttc3;1.26030882887331E-16;0.129079915014875;0.049;0.023;4.06890705401748E-12
Rbbp6;3.85544412661282E-15;0.129131715595777;0.197;0.142;1.24473013627695E-10
Las1l;7.98206012605608E-15;0.129229401580282;0.085;0.051;2.57700811169721E-10
Afg3l2;3.70224920314407E-16;0.12936885400154;0.066;0.035;1.19527115523506E-11
Lpgat1;2.00440689414289E-12;0.12952715688871;0.081;0.05;6.47122765774032E-08
Suz12;9.82335601555631E-13;0.129548060903096;0.14;0.098;3.17147048962235E-08
Wdr1;4.37104458157407E-16;0.129608599190542;0.288;0.218;1.41119174316119E-11
Tsg101;1.39907052512224E-14;0.129683030252896;0.108;0.069;4.51689919035715E-10
Renbp;2.21731117399897E-25;0.129744549469164;0.026;0.005;7.15858912525568E-21
Wdr77;1.39226571101458E-18;0.129750810502938;0.044;0.018;4.49492984801058E-14
Mrps17;1.87386006509394E-12;0.129862210787081;0.231;0.177;6.04975722015577E-08
Ccar1;7.28433111942196E-15;0.129900341513915;0.178;0.126;2.35174630190538E-10
Unc50;1.51277570232183E-12;0.130021297049588;0.152;0.109;4.88399635494603E-08
Wbp11;1.13311411893224E-12;0.130191638766745;0.134;0.094;3.65825893297272E-08
0610009L18Rik;3.82586947456917E-14;0.130203337211842;0.045;0.022;1.23518195986466E-09
Tsr1;7.65786767303451E-17;0.130249772802956;0.051;0.024;2.47234257823919E-12
Dynlt3;2.50147301696367E-18;0.130263233880551;0.051;0.023;8.0760056352672E-14
Clpp;6.29873110717242E-15;0.130335324812359;0.111;0.071;2.03354533795062E-10
Cbl;1.53780975779505E-15;0.130372746706062;0.09;0.054;4.96481880304131E-11
Prpf8;1.11554584859473E-14;0.130425867414845;0.127;0.085;3.6015397721881E-10
Ddah2;1.83189334883363E-28;0.130484559557861;0.034;0.008;5.91426767670936E-24
Grwd1;3.20934823910202E-21;0.130505048555566;0.048;0.019;1.03613807899409E-16
Utp18;3.25690184168158E-11;0.130513374924094;0.088;0.057;1.0514907595869E-06
Ptpa;2.27060063830807E-10;0.130618615670942;0.142;0.104;7.33063416077761E-06
Hnrnph3;1.16095896356344E-15;0.1306464688072;0.084;0.049;3.74815601386456E-11
Kars;8.54043470136023E-17;0.130673875534759;0.146;0.096;2.75727934333415E-12
Nfu1;5.96018561715488E-14;0.130743631744279;0.16;0.113;1.92424592649845E-09
Cndp2;1.79574778792861E-15;0.130766065195054;0.123;0.08;5.79757173332751E-11
Pdxdc1;7.57812794630738E-13;0.130777822834215;0.054;0.029;2.44659860746534E-08
Ssrp1;1.16762114680106E-13;0.130827292036273;0.201;0.149;3.76966487244723E-09
Eif3a;1.86670475397855E-13;0.130843833876479;0.326;0.258;6.02665629821974E-09
Pik3cd;7.84173199481129E-12;0.130906426911235;0.134;0.094;2.53170317452483E-07
Bclaf1;1.89436802527829E-14;0.130945069746456;0.196;0.142;6.11596716961096E-10
Tmem128;3.73500934122217E-13;0.131113332646739;0.321;0.257;1.20584776581358E-08
Tmem106b;1.37072641994936E-13;0.131152422740806;0.095;0.06;4.42539024680651E-09
Mettl9;7.90144109365167E-13;0.131261814172193;0.093;0.06;2.55098025708544E-08
Nol12;8.3878213883854E-13;0.131295260889313;0.165;0.12;2.70800813524023E-08
Chd7;3.92562326622103E-14;0.13132154654767;0.15;0.103;1.26738747149946E-09
Gm45051;4.91091855127311E-22;0.13144704006416;0.047;0.018;1.58549005427852E-17
Erh;2.35974403367083E-13;0.13152164860678;0.128;0.088;7.61843361270627E-09
Rbm3;1.83664866025798E-24;0.131828464267589;0.965;0.92;5.92962019964288E-20
Setbp1;2.37049196351205E-17;0.131877901223408;0.055;0.026;7.65313330419865E-13
Smc6;2.01891181163767E-14;0.131930796787794;0.224;0.167;6.51805678387221E-10
Mllt10;3.9461909133017E-14;0.131974054509892;0.09;0.055;1.27402773635945E-09
Ddx3x;1.07120342257285E-15;0.131996213026906;0.091;0.054;3.45838024977645E-11
Cmss1;8.93662417515419E-14;0.131996797652319;0.086;0.053;2.88518911494853E-09
Tnfaip3;2.82741893250174E-12;0.132138184888455;0.086;0.054;9.12832202358186E-08
Psma4;2.19366571801059E-14;0.132229480364245;0.492;0.403;7.0822497705972E-10
Mtx1;3.43703380741087E-15;0.132349449034644;0.12;0.078;1.1096463647226E-10
Adam19;7.40618130179833E-12;0.132357002236745;0.163;0.119;2.39108563328559E-07
Hsbp1;3.42912880623395E-16;0.132365821846459;0.243;0.178;1.10709423509263E-11
Frmd4a;1.39966115938512E-22;0.132496518536713;0.036;0.011;4.51880605307487E-18
Morf4l2;5.00756004528863E-14;0.132529206421417;0.084;0.051;1.61669076062143E-09
Ktn1;2.60040539764251E-15;0.132748881086083;0.1;0.062;8.39540882628885E-11
Pin4;2.80018050429782E-15;0.132947651679018;0.339;0.264;9.04038275812551E-11
Bub3;7.95141238915904E-15;0.132976228478308;0.24;0.18;2.56711348983999E-10
Commd4;1.17576759189575E-14;0.133051754361251;0.256;0.192;3.79596567043543E-10
Vapa;5.83652367634618E-17;0.133084453807851;0.211;0.15;1.88432166890836E-12
Cuedc2;1.21051942886202E-13;0.133169792263297;0.18;0.131;3.90816197608104E-09
Ldb1;8.49549845989254E-16;0.133334977549001;0.12;0.077;2.74277167777631E-11
Colgalt1;3.1603785782814E-15;0.133429043069267;0.075;0.042;1.02032822399815E-10
Itgav;2.08924690260814E-17;0.13347498271973;0.055;0.026;6.74513362507038E-13
A630001G21Rik;1.86656076055122E-15;0.133658700558522;0.098;0.06;6.02619141543963E-11
Srsf9;4.8290981407438E-13;0.133781568844471;0.244;0.187;1.55907433473914E-08
Rpl23a;1.0469233492677E-17;0.1339074335295;0.911;0.845;3.37999203311077E-13
Mmd;4.12199037173391E-17;0.133946229606718;0.069;0.037;1.33078459151429E-12
Ndufc2;2.98746020973762E-16;0.133955570021617;0.471;0.378;9.64501528713792E-12
Cltc;2.05706506878012E-10;0.133972858816634;0.125;0.09;6.64123457455663E-06
2310009B15Rik;8.04295178427836E-17;0.134095344510632;0.132;0.085;2.59666698355427E-12
Abcf2;9.73649308643679E-15;0.134116438724202;0.085;0.051;3.14342679295612E-10
Pdia6;4.63723916749111E-15;0.134209854577897;0.217;0.159;1.49713266522451E-10
Hspa5;6.05393080610457E-16;0.134269374919934;0.388;0.306;1.95451156075086E-11
Eef1a1;5.66839231439385E-46;0.134333077432041;0.998;0.993;1.83004045870205E-41
Naxe;1.98426063463153E-15;0.134449617446613;0.144;0.097;6.40618545890789E-11
Alg5;2.44028205534821E-16;0.134517935966817;0.213;0.153;7.8784506156917E-12
Cdca7;1.28462191543659E-11;0.134610946167232;0.067;0.041;4.14740185398704E-07
Baz1a;3.00718475247877E-15;0.134668206145249;0.251;0.189;9.70869597337769E-11
Immp1l;6.5712119708223E-15;0.134746743857326;0.139;0.094;2.12151578477998E-10
Abhd17a;2.69963367010182E-18;0.134765225265665;0.266;0.194;8.71576730392372E-14
Nufip1;5.6263327495056E-16;0.134795019881964;0.072;0.04;1.81646152817788E-11
Hmbs;7.61830705355029E-14;0.134825544139503;0.107;0.07;2.45957043223871E-09
Hk1;4.07186685464163E-13;0.134897385995911;0.098;0.063;1.31460221402105E-08
Pgls;1.10404930687907E-16;0.134931124526246;0.392;0.308;3.56442318725907E-12
Klhdc1;6.52484541137475E-16;0.134978815493391;0.067;0.035;2.10654634106234E-11
Dars;3.5600273441438E-16;0.135050164758569;0.109;0.068;1.14935482805682E-11
Rbm25;2.21107891800142E-16;0.135137954779188;0.318;0.244;7.13846828676759E-12
Supt16;2.36163176332915E-14;0.135177624151465;0.206;0.152;7.62452814790815E-10
Actn1;1.4091451189184E-18;0.135328093823544;0.083;0.045;4.54942501642805E-14
Rabepk;1.96645681249555E-15;0.135371124604791;0.111;0.071;6.34870581914187E-11
Mrpl35;9.04102396748101E-15;0.135412062145912;0.21;0.154;2.91889458790124E-10
Isoc1;7.03866743652897E-21;0.135413204913269;0.065;0.03;2.27243378188338E-16
Trdc;1.75064132563817E-11;0.135474119127095;0.011;0.002;5.65194551982282E-07
Ing1;1.73156491109213E-13;0.135689078686244;0.141;0.097;5.59035731546093E-09
Shoc2;2.70802235209614E-14;0.13585386034878;0.079;0.046;8.74285016374238E-10
Dtnbp1;1.68447005945296E-13;0.135881099296091;0.106;0.069;5.43831158694388E-09
Marc2;4.164947476433E-16;0.135965746579585;0.333;0.258;1.3446532927664E-11
Lamp1;1.38130120433665E-15;0.136106315628509;0.168;0.116;4.45953093820089E-11
Il3ra;4.4980502163226E-14;0.136152391521328;0.068;0.039;1.45219551233975E-09
P4hb;1.17750365586509E-14;0.136213918671221;0.189;0.136;3.80157055296044E-10
5830408C22Rik;1.32570850020993E-13;0.136354880083315;0.038;0.017;4.28004989292776E-09
Cenph;4.43093549061987E-16;0.13637269127433;0.062;0.032;1.43052752314663E-11
Psmc4;2.02673278424168E-15;0.136379042886725;0.274;0.208;6.54330679392426E-11
Qars;5.04050848405076E-16;0.136430670578272;0.127;0.083;1.62732816407579E-11
Stk40;4.90501120077532E-13;0.136539505832138;0.052;0.028;1.58358286617031E-08
Nop14;8.14953647493313E-18;0.136609818441836;0.104;0.062;2.63107785093216E-13
Khdrbs1;1.29066736883668E-16;0.136617254276809;0.229;0.166;4.16691960028921E-12
Ppp2cb;7.80019045347166E-15;0.136796833660179;0.122;0.08;2.51829148790333E-10
Sinhcaf;1.64581878444718E-15;0.136893007938295;0.081;0.047;5.31352594558771E-11
Wdr18;9.39727368115557E-13;0.136942915171868;0.099;0.065;3.03390980796108E-08
Prr5;2.5340499734966E-11;0.136999305074425;0.071;0.044;8.18118033943376E-07
Pnn;9.61074451768974E-20;0.137075778228646;0.267;0.192;3.10282886753613E-15
Selenof;5.63289521591472E-16;0.137120142773178;0.372;0.292;1.81858022045807E-11
Bmp2k;1.43692470877094E-20;0.137188970005976;0.044;0.017;4.63911142226699E-16
Tuba4a;6.24669698522699E-13;0.137255803317416;0.154;0.11;2.01674612168053E-08
Rpl14;1.05096840646014E-27;0.137306312629597;0.974;0.938;3.39305150025655E-23
Ube2v1;4.22180419873164E-16;0.1376123583518;0.267;0.2;1.36300948556051E-11
Bpgm;9.41312070225667E-14;0.137663442829055;0.061;0.034;3.03902601872357E-09
Eif3e;1.73876102317925E-18;0.138045393333423;0.586;0.479;5.6135899633342E-14
Irf8;6.5255747499009E-11;0.138172979270816;0.178;0.135;2.1067818080055E-06
N4bp2;2.15073982663007E-19;0.138177752125125;0.041;0.016;6.94366353027518E-15
Plekhg2;2.72271092846869E-19;0.138208838775053;0.049;0.021;8.79027223256118E-15
Gtf2h2;6.56712978340464E-14;0.138337188826485;0.053;0.028;2.12019785057219E-09
Emc6;1.36950090392112E-16;0.138363878917443;0.245;0.18;4.42143366830933E-12
2310011J03Rik;2.16672606586637E-13;0.138385544284289;0.199;0.148;6.99527510364957E-09
Syncrip;1.75825636432709E-14;0.138462579998527;0.201;0.146;5.67653067223001E-10
Coq5;2.87354467822424E-14;0.138536930444075;0.062;0.034;9.27723899364697E-10
Cinp;4.26795420690094E-16;0.13860916690633;0.085;0.049;1.37790901569797E-11
Adsl;9.34358426923045E-14;0.138716359459768;0.086;0.053;3.01657618132105E-09
Pim3;1.27056925672461E-22;0.138760214207647;0.052;0.021;4.10203284533539E-18
Dkc1;9.4649259336425E-17;0.138868048552582;0.121;0.077;3.05575133767648E-12
Bop1;2.56012404054898E-17;0.138921673596811;0.082;0.045;8.26536046491239E-13
Cops3;1.49931467452349E-11;0.139053932783775;0.124;0.087;4.8405374266991E-07
Ucp2;1.38284209113345E-17;0.13905476286433;0.552;0.45;4.46450569122434E-13
Ppm1a;2.32156882414581E-13;0.139219489797973;0.092;0.058;7.49518494875475E-09
Hmgn5;2.11789009210164E-15;0.139253144333372;0.198;0.143;6.83760816235014E-11
Rgs2;5.71541813460147E-14;0.139378161033998;0.041;0.019;1.84522274475608E-09
Tmem147;5.2932440071509E-15;0.139479088475262;0.177;0.126;1.70892382770867E-10
Smyd2;5.09822553083264E-21;0.139565332531668;0.05;0.021;1.64596211262932E-16
Wdr45b;1.59912460662475E-15;0.139655279162284;0.084;0.049;5.16277379248799E-11
Polr2j;1.70388432215643E-17;0.139705294549596;0.409;0.322;5.50099053408204E-13
Nelfcd;2.15330485733442E-16;0.139784454552257;0.088;0.051;6.95194473190418E-12
Ubap2;1.29440933674759E-12;0.13980462058076;0.086;0.055;4.1790005436896E-08
Tceal9;3.17053594319677E-12;0.139809785742103;0.131;0.092;1.02360752926108E-07
Efr3a;8.969646960439E-16;0.139845259618558;0.135;0.089;2.89585052117773E-11
Atp13a3;1.41436702666115E-13;0.139990786415842;0.109;0.071;4.56628394557552E-09
Arpc1b;1.90966155594863E-18;0.140032911831795;0.849;0.754;6.16534233338014E-14
Nup62;3.84242859733101E-12;0.140119545181579;0.083;0.053;1.24052807264832E-07
Eif4e2;2.66674015487631E-18;0.140146015404342;0.395;0.306;8.60957059001816E-14
Dtx3;7.84286151169216E-17;0.140250951676497;0.064;0.033;2.53206783904981E-12
Slbp;6.09910589499655E-16;0.140301558472322;0.208;0.151;1.96909633819964E-11
Pdha1;2.98119754397367E-16;0.140404318107343;0.122;0.078;9.624796270719E-12
Ndufs5;9.79117903842107E-17;0.140407689542293;0.414;0.33;3.16108215255424E-12
Eif4a3;2.26660362208574E-17;0.140424187079036;0.254;0.186;7.31772979390382E-13
Selenoh;4.92320011044452E-16;0.140668842231074;0.372;0.292;1.58945515565701E-11
Pole3;1.3154441705551E-14;0.140763382858071;0.109;0.07;4.24691150463714E-10
Dapk3;1.54150607862795E-14;0.14079344068306;0.13;0.087;4.97675237485032E-10
Susd1;9.22202154080337E-15;0.140869864719939;0.059;0.031;2.97732965444837E-10
Cox8a;1.1136120431348E-22;0.141038083844118;0.915;0.845;3.59529648126071E-18
Psmb4;1.15255972304747E-16;0.141144511889274;0.596;0.491;3.72103906585876E-12
Gnl2;1.02547978120265E-15;0.141201816983116;0.08;0.046;3.31076147361276E-11
Ube2g1;4.5514342804004E-15;0.141226216667456;0.095;0.058;1.46943055742727E-10
Prex1;2.75923545188548E-16;0.141261290628074;0.316;0.242;8.90819165641227E-12
Prmt5;2.82737970752457E-17;0.14140401045827;0.066;0.034;9.12819538574309E-13
Gm34006;4.76236657510095E-22;0.141425844458471;0.031;0.009;1.53753004877134E-17
Psmd2;5.81225022724124E-15;0.141878862805238;0.189;0.136;1.87648498586483E-10
Larp4;1.24673136611451E-17;0.141893238912279;0.083;0.046;4.02507221550071E-13
Aldoa;8.70245045300568E-18;0.141930318808633;0.601;0.49;2.80958612875289E-13
Npc1;1.01684329226325E-17;0.142123501540687;0.046;0.02;3.28287856907189E-13
Rlim;4.73963884976494E-17;0.142440433854819;0.089;0.051;1.53019240264661E-12
Psmd3;1.25344407465073E-15;0.142448530854608;0.158;0.109;4.04674419500989E-11
Cops6;1.55190084726252E-15;0.142458778299345;0.268;0.203;5.01031188538705E-11
Tmem123;8.29370339374094E-16;0.1425533013183;0.13;0.085;2.67762214066926E-11
Ifngr1;5.62173098095586E-14;0.142595354414453;0.563;0.474;1.8149758472016E-09
Dhps;1.30436742474545E-16;0.142611760023183;0.153;0.102;4.2111502307907E-12
Prdx3;5.01974669412761E-17;0.142715760970234;0.145;0.095;1.6206252201991E-12
Tmem120a;9.57752638121881E-21;0.142805957134496;0.084;0.044;3.09210439217649E-16
Ube2q1;1.04454261252233E-15;0.142942879279758;0.146;0.098;3.37230582452833E-11
Dbf4;3.32001856248562E-15;0.143032706703339;0.101;0.063;1.07186799289848E-10
Trp53i11;5.93813857026808E-15;0.143264690672763;0.096;0.059;1.91712803741105E-10
Nipa2;2.12176381222337E-15;0.14334526812147;0.148;0.101;6.85011446776314E-11
Ruvbl1;1.06669210691292E-12;0.143437508966112;0.133;0.093;3.44381546716838E-08
Mpv17l2;1.37585030079313E-14;0.143450336413085;0.12;0.079;4.44193269611063E-10
Rpap3;7.38228899352827E-18;0.143522093810447;0.056;0.027;2.3833720015606E-13
Eif2s2;5.22036331742678E-17;0.143558510403624;0.523;0.422;1.68539429703123E-12
Pitpna;1.3734742138773E-19;0.143615773711282;0.373;0.283;4.43426149950287E-15
Sft2d3;1.30904533562982E-18;0.143677968971661;0.087;0.048;4.22625286608089E-14
Katnb1;1.05805071678059E-17;0.143697270458604;0.065;0.033;3.41591673912614E-13
S100a9;0.400104914229655;0.143713798340473;0.012;0.01;1
Ctbp1;1.25719932019309E-12;0.143752391542948;0.206;0.155;4.05886800524338E-08
Slc25a36;1.27000444644295E-15;0.143885808300004;0.057;0.029;4.10020935534106E-11
Slc2a3;3.98800456660866E-15;0.143918799260519;0.113;0.072;1.28752727432961E-10
Fth1;3.05841520141358E-19;0.143957160132856;0.856;0.778;9.87409347776376E-15
Fam76a;4.96018034386764E-16;0.144013139598346;0.093;0.056;1.60139422401767E-11
Sept4;3.3138241404267E-36;0.144030529488884;0.033;0.005;1.06986812373676E-31
Cd3eap;2.74210013704502E-21;0.144045358932771;0.054;0.023;8.85287029244985E-17
Ergic3;1.18173770075886E-16;0.144222089944896;0.206;0.147;3.81524016689998E-12
Myg1;2.50156631975879E-15;0.144396185151506;0.142;0.096;8.07630686334126E-11
Agfg2;1.14454360595229E-13;0.144580805236202;0.064;0.036;3.69515903181697E-09
Mrpl15;8.70496975577118E-18;0.144649588869942;0.237;0.171;2.81039948565073E-13
Paics;1.23382780039892E-13;0.144654854808807;0.154;0.109;3.98341305358791E-09
Rnps1;1.08720396677031E-14;0.144718275292314;0.213;0.158;3.51003800671793E-10
Haus7;7.80320152230444E-18;0.144802073261675;0.067;0.034;2.51926361147599E-13
Strap;2.8674233253202E-17;0.144887608822276;0.194;0.136;9.25747620579626E-13
Timm10b;4.21536147213044E-17;0.144893119264479;0.417;0.327;1.36092945127731E-12
Sart1;1.91741152838343E-13;0.144909197243354;0.117;0.078;6.1903631193859E-09
Gzmb;1.63671198432041E-11;0.145061546916543;0.884;0.827;5.28412464137843E-07
Egln1;2.70804921572543E-16;0.145092814549129;0.167;0.115;8.74293689296956E-12
Phf23;5.10366912686956E-15;0.145174840740655;0.073;0.041;1.64771957760984E-10
Elof1;4.04561733856178E-16;0.145188824820164;0.269;0.203;1.30612755775467E-11
Psme3;1.45897954454253E-15;0.145247492630143;0.092;0.055;4.71031545955556E-11
Gorasp2;5.61572224251808E-16;0.145451049649526;0.116;0.074;1.81303592599696E-11
Iws1;7.85651000062274E-15;0.145569331019346;0.09;0.055;2.53647425370105E-10
Psmd11;1.01078452508848E-18;0.145667892520741;0.205;0.142;3.26331783924816E-14
Srsf10;1.07310944042147E-13;0.145742667820671;0.204;0.152;3.46453382840071E-09
Ciapin1;5.6848906875019E-16;0.145782917803597;0.189;0.134;1.83536695845999E-11
Grpel1;9.67481314012692E-15;0.146038338253345;0.244;0.184;3.12351342228998E-10
Cycs;3.45393387816417E-16;0.146107161819814;0.37;0.291;1.1151025525653E-11
Twsg1;3.30899073185862E-21;0.146107207601947;0.057;0.024;1.06830765778055E-16
Esf1;4.93358186790484E-14;0.146288655258502;0.144;0.099;1.59280690605308E-09
Rfc2;8.49034697302717E-14;0.146319179834414;0.18;0.131;2.74110852024182E-09
Phf5a;4.06001870556606E-19;0.146630749862279;0.354;0.269;1.310777039092E-14
Gnai2;5.26908397892754E-19;0.146657193021356;0.784;0.675;1.70112376259676E-14
Ppt1;7.8586336732801E-16;0.146686365469484;0.1;0.061;2.53715988141848E-11
Pomp;3.51159191872475E-16;0.146760172598634;0.615;0.515;1.13371745096029E-11
Hspa14;8.839253877809E-15;0.146875506940318;0.166;0.117;2.85375311445063E-10
Urod;2.15140995300823E-19;0.14701715783497;0.127;0.078;6.94582703328707E-15
Tsn;2.05935502653185E-17;0.147065103570495;0.323;0.247;6.64862770315809E-13
Slc16a11;5.1946302261474E-27;0.1471897448757;0.032;0.007;1.67708636851169E-22
Gm47283;6.20295551540722E-17;0.147506509875712;0.074;0.04;2.00262418814922E-12
Bola3;9.95540521576934E-14;0.147545517456226;0.255;0.196;3.21410257391113E-09
Mrps18c;7.15073191603817E-18;0.147551898951622;0.385;0.301;2.30861379909292E-13
Rars;2.73220006340838E-16;0.147607674288371;0.137;0.09;8.82090790471397E-12
Lsm1;2.35547384155264E-22;0.147618690725489;0.24;0.165;7.60464729745271E-18
Pus1;3.2097499234965E-14;0.147690505904392;0.072;0.041;1.03626776280085E-09
Ppat;3.66431136247512E-16;0.147757888012483;0.08;0.046;1.18302292337509E-11
Necap2;1.34041261939703E-16;0.147789269308388;0.146;0.097;4.32752214172332E-12
Ttc19;3.18567919597456E-17;0.147826284681334;0.077;0.042;1.02849652842039E-12
Gm19585;9.37054818763534E-18;0.14791241232268;0.45;0.357;3.02528148237807E-13
Mrpl11;3.64822253313203E-15;0.147965439147515;0.181;0.129;1.17782864482168E-10
Psmc3;4.43588989311617E-17;0.147999406895819;0.306;0.233;1.43212705199255E-12
Atp5mpl;7.36002155175291E-17;0.14804786895676;0.589;0.484;2.37618295798343E-12
Jdp2;1.48250512034095E-20;0.14844809526903;0.046;0.018;4.78626778102075E-16
Pum3;2.66752899776897E-15;0.148484064390402;0.111;0.07;8.61211736929711E-11
Wdr61;6.36836875893095E-15;0.148561122691193;0.143;0.097;2.05602785382086E-10
Prrc1;5.76689295961362E-20;0.148668180637944;0.087;0.047;1.86184139201126E-15
Psma7;3.27967659875966E-16;0.148767296644634;0.632;0.536;1.05884358990956E-11
Ywhab;3.08787623302534E-16;0.148780327801054;0.362;0.284;9.96920841832231E-12
Rrp9;4.2488273912207E-20;0.148833941002244;0.081;0.043;1.3717339232556E-15
Ppm1g;3.04314890553985E-15;0.148921323826618;0.2;0.145;9.82480624153541E-11
Sh3glb2;4.17389812039886E-17;0.148972650689214;0.111;0.068;1.34754300817077E-12
Smn1;4.79130317075352E-15;0.148978367083066;0.131;0.088;1.54687222867777E-10
Kras;7.00180373127472E-14;0.14902142233941;0.245;0.187;2.26053233464204E-09
Psmd1;2.26824564276602E-16;0.149391825600697;0.163;0.112;7.32303105767011E-12
