gene;p_val;avg_log2FC;pct.1;pct.2;p_val_adj
Arntl;0.305250550060109;-0.044660798563846;0.017;0.019;1
Flad1;0.601689166956567;-0.044617435701284;0.047;0.045;1
Retreg2;0.500393036086053;-0.044562114401273;0.043;0.04;1
Acyp2;0.001468795190324;-0.044506659763561;0.008;0.014;1
Creb1;0.136799929014062;-0.04449589794355;0.078;0.07;1
Aup1;0.058840167823457;-0.044416936290674;0.19;0.172;1
Ctdsp1;0.853107787474659;-0.044166073104843;0.057;0.056;1
Mrpl49;0.911176579609978;-0.044076519174674;0.057;0.057;1
Tbcc;0.294748917809438;-0.044036169223928;0.071;0.066;1
Dync1li2;0.964855165970161;-0.044032476780045;0.043;0.043;1
Tnip3;0.006729809335995;-0.044024319781493;0.012;0.018;1
Lzic;0.861583083463953;-0.043986149613176;0.067;0.066;1
Dusp7;0.099544616397522;-0.043982600401283;0.013;0.016;1
Spty2d1;0.930598421467046;-0.04386412363034;0.049;0.049;1
Dipk1a;0.616390983137746;-0.043818427899856;0.059;0.056;1
Crebbp;0.418323248159856;-0.043668297906978;0.095;0.09;1
Sp3;0.772609756974684;-0.04363804502482;0.073;0.071;1
Mpp1;0.498005285225333;-0.043601472496048;0.028;0.03;1
Trip4;0.655927912543148;-0.043446916768483;0.031;0.032;1
Rere;0.023614721813857;-0.043283383100137;0.007;0.011;1
Arhgef12;0.260123641316787;-0.043166231488141;0.011;0.013;1
Wdr53;0.861314705318143;-0.043162256793249;0.032;0.033;1
Irf2bp2;0.58265709412831;-0.043109759713271;0.05;0.047;1
Knl1;0.277072405335244;-0.043010231963526;0.034;0.037;1
Herc6;0.749307695855371;-0.042989501969206;0.049;0.048;1
Elk3;0.93478984908094;-0.042949938506381;0.065;0.065;1
Gps2;0.306702664979603;-0.042886927788967;0.139;0.131;1
Ifit2;0.273762831265144;-0.042861101799709;0.029;0.033;1
Mpzl3;0.000583863434268;-0.042831341389685;0.004;0.01;1
Uqcrb;0.126147974644213;-0.042789255929951;0.461;0.419;1
Emg1;0.002321806349804;-0.042743068686484;0.39;0.341;1
Plekho1;0.06526142723577;-0.042666286134128;0.011;0.015;1
Trbv13-1;0.190417388416868;-0.042663248086216;0.009;0.011;1
Tmem251;0.454081977390872;-0.042660478567151;0.054;0.05;1
Tnfrsf1b;0.506073179193376;-0.04261079664319;0.042;0.045;1
Herc1;0.250611138918524;-0.0425651465344;0.068;0.062;1
Rpusd4;0.786244426304487;-0.04249185212031;0.038;0.039;1
Pxmp4;0.475657987432853;-0.042472336485183;0.041;0.044;1
Ndufb11;0.211732835155058;-0.042466679979623;0.579;0.523;1
Snrnp27;0.095080080771867;-0.042419037506886;0.167;0.153;1
Ryk;3.02148872551332E-06;-0.042335678539419;0.004;0.012;0.097548763503197
Nrm;0.172781489667615;-0.042330883463292;0.09;0.082;1
Arid1b;0.923127189286239;-0.042239435357524;0.029;0.028;1
Pim2;0.711704951147849;-0.042194480939605;0.052;0.05;1
A630072M18Rik;0.25129000640712;-0.042142023956151;0.019;0.022;1
Cant1;0.302158596321793;-0.04201405566235;0.019;0.021;1
Cd5;0.075721165919742;-0.041931831255405;0.164;0.148;1
Pclaf;0.020611080379706;-0.041827546083811;0.186;0.165;1
Cd2bp2;0.856671283039733;-0.041802535790645;0.094;0.092;1
Tap2;0.010542309937508;-0.041783188995342;0.256;0.227;1
Dmac2;0.454475667240898;-0.041656557403055;0.054;0.05;1
Zfp318;0.122849443509283;-0.041655967508056;0.017;0.021;1
Rfxap;0.263249474939399;-0.041566833894342;0.103;0.096;1
Gvin1;0.014343159792897;-0.041500511800297;0.007;0.011;1
Rps3;0.00467611604884;-0.041462392716362;0.993;0.99;1
Ninj2;0.006772895828235;-0.041371654357353;0.006;0.011;1
Fut7;0.028159663339156;-0.041235144646642;0.007;0.011;1
Zfp62;0.06243734634711;-0.041176123361685;0.021;0.026;1
Btla;0.006507865327629;-0.041165823147113;0.007;0.012;1
Luc7l3;0.007119216353731;-0.041165363054138;0.212;0.186;1
Tut7;0.020051911979103;-0.041059171068454;0.135;0.118;1
Arid4a;0.012539296809995;-0.041045364378222;0.107;0.091;1
Ikbke;0.176061215085123;-0.041007284665536;0.016;0.019;1
Fdxacb1;0.001271812431316;-0.040978778999069;0.005;0.011;1
Pih1d1;0.528048502334166;-0.040913942004161;0.105;0.101;1
Ssc4d;0.005522471987763;-0.040839118505528;0.007;0.012;1
Gdi1;0.702146292266722;-0.040824894978179;0.027;0.028;1
Tmsb15b2;0.735280976110291;-0.040726787872398;0.057;0.055;1
Pik3c2a;0.041980009776939;-0.040699260366533;0.01;0.014;1
Notch2;0.25750189336549;-0.040687146039675;0.011;0.013;1
Etfrf1;0.211718758574527;-0.040667921305685;0.017;0.02;1
Coa3;0.442895480821155;-0.040666828686541;0.165;0.157;1
P2ry10;0.331689575287908;-0.040666082019131;0.025;0.028;1
Asb13;0.381132530636689;-0.040651716885116;0.025;0.027;1
3110040N11Rik;0.728395740064596;-0.04060296337904;0.033;0.034;1
Mindy1;0.129378824481471;-0.040513590836789;0.009;0.012;1
Abcd4;0.127348737888333;-0.040477955017305;0.014;0.017;1
Notch1;0.471490001109847;-0.040465774108554;0.069;0.065;1
Tram1;0.006542829531335;-0.040439052362283;0.23;0.202;1
Rnpepl1;0.548121576136656;-0.040253009097024;0.03;0.032;1
Creb3;0.894072773834434;-0.040237750755448;0.039;0.038;1
Dubr;0.423586750804152;-0.040137857155228;0.022;0.024;1
Abca2;0.591686402665701;-0.040135711415641;0.039;0.037;1
Myh9;0.01062042063678;-0.040119261301277;0.382;0.341;1
Ap1m1;0.139300578130789;-0.040111904480514;0.092;0.083;1
Cdk2ap2;0.003516842399648;-0.040068558057032;0.327;0.287;1
Isg20;0.602390211654784;-0.040043583387912;0.056;0.053;1
Tmem156;0.138361679312491;-0.039926726999102;0.016;0.02;1
5830468F06Rik;0.012069594697121;-0.039916827667301;0.006;0.011;1
Crcp;0.49064275723424;-0.039903795990068;0.075;0.071;1
Zdhhc2;0.838384604240292;-0.039860985498122;0.046;0.047;1
Slc12a7;0.140964093137231;-0.039851611065514;0.01;0.013;1
Zmynd8;0.442517999440519;-0.039775181651075;0.068;0.064;1
Itk;0.020669319668231;-0.039758563951595;0.149;0.131;1
Hist1h2ac;0.004520376893086;-0.039723867890144;0.009;0.015;1
Afmid;0.579484190488238;-0.039621200938763;0.039;0.041;1
Scrib;0.031503037754582;-0.039450731464242;0.011;0.015;1
Ric8a;0.094327406281066;-0.039310920846903;0.083;0.073;1
Rnf170;0.958330626751431;-0.039167320145376;0.023;0.023;1
Erich1;0.395514799981822;-0.039120409753763;0.053;0.049;1
Bicral;0.491008759496197;-0.039038789770361;0.022;0.024;1
Gm28935;0.219638435914163;-0.039014746244054;0.079;0.072;1
Txnrd2;0.302226686829057;-0.038906240690326;0.024;0.026;1
Socs4;0.735874685929609;-0.038895887314626;0.03;0.029;1
Sesn3;0.659634695904004;-0.038753948813471;0.028;0.026;1
9330175E14Rik;0.570877088135931;-0.038711108168684;0.063;0.06;1
Rab8a;0.011575565277446;-0.038668688964682;0.353;0.314;1
Slc25a24;0.287385165103014;-0.038580790025148;0.039;0.035;1
4930453N24Rik;0.023749210138369;-0.038473411211316;0.2;0.178;1
2610306M01Rik;0.028326109260751;-0.038461755929728;0.008;0.013;1
Tob1;0.776435578471795;-0.03844123601758;0.022;0.021;1
Sfxn3;0.931598082649055;-0.038398028500487;0.042;0.042;1
Zmat5;0.017278538632856;-0.03838070131051;0.19;0.168;1
Atf1;0.305925807644796;-0.03830679874271;0.084;0.078;1
Tomm20;0.033052857717552;-0.038220248606716;0.472;0.424;1
1810037I17Rik;0.091908217906894;-0.038211038955227;0.432;0.391;1
Aspscr1;0.106194472069914;-0.038118827523283;0.085;0.076;1
Diaph1;0.022559227241525;-0.038039441746815;0.205;0.184;1
Tmem8;0.000297189062391;-0.038032717124232;0.005;0.012;1
Nfkbie;0.532205352807205;-0.037931880160481;0.019;0.021;1
Cfap97;0.673237080047674;-0.037803310609091;0.037;0.039;1
Rnf113a2;0.202077958460962;-0.037782507170708;0.054;0.049;1
Thoc7;0.027338424531998;-0.037714111050041;0.206;0.185;1
Ccnt2;0.479469543195775;-0.037630854272966;0.044;0.041;1
Nvl;0.849513485827567;-0.037530668776433;0.046;0.045;1
Sla2;0.007525950803549;-0.037521975217705;0.109;0.093;1
Rpl19;0.000838041458824;-0.037504972355863;0.999;0.996;1
H2afv;0.00049598904391;-0.037494804038002;0.498;0.431;1
Cyp51;0.62359224098722;-0.037428571919046;0.029;0.03;1
Icos;0.511622946335153;-0.037319799719503;0.138;0.132;1
Mgat1;0.905259982653857;-0.037291012148413;0.049;0.048;1
Plekho2;0.92179407946404;-0.037278976200439;0.046;0.045;1
Med16;0.594907544367707;-0.037273023517757;0.023;0.025;1
Mtpn;0.016917522675144;-0.037262573797895;0.213;0.189;1
Tbc1d10a;0.852382600376805;-0.037162924142681;0.029;0.03;1
1700021A07Rik;0.012152977268654;-0.037122942572222;0.011;0.016;1
Ddx55;0.471950024094477;-0.037084157882004;0.039;0.036;1
Sh3bgrl;0.248408083365793;-0.036964674823378;0.11;0.102;1
Chd2;0.030318928435127;-0.036895597173755;0.1;0.087;1
Tbkbp1;0.29537648977291;-0.036879008192915;0.015;0.018;1
Ubxn2b;0.934185408258407;-0.036846106799274;0.019;0.019;1
Aff1;0.611077759738528;-0.036809475909435;0.015;0.016;1
Azi2;0.35270684400449;-0.036806124620577;0.084;0.079;1
Rwdd2b;0.062127721425803;-0.036746171733153;0.016;0.02;1
Tet3;0.429818827855243;-0.036735453757011;0.038;0.035;1
Mlx;0.228466391315359;-0.036659289978563;0.072;0.066;1
N4bp1;0.197661714198848;-0.036657540326346;0.094;0.086;1
Nup153;0.09505343222887;-0.036655088864978;0.059;0.052;1
Vopp1;0.568678105028091;-0.036573147200766;0.025;0.026;1
Retreg3;0.707778860435632;-0.036570476447905;0.027;0.028;1
Ccdc97;0.635871670792821;-0.036494882571315;0.022;0.023;1
Bcas2;0.005411028341598;-0.036486675164161;0.243;0.215;1
A930006K02Rik;0.351260148809896;-0.036428299233593;0.012;0.014;1
Mrpl24;0.00811874416888;-0.036398964904075;0.192;0.169;1
Babam2;0.48703388099412;-0.036324580651132;0.072;0.068;1
Tacc2;0.001996316826584;-0.036320850757357;0.006;0.011;1
Hist3h2ba;0.159604867791139;-0.036290412203376;0.019;0.023;1
Tesc;0.272020322774509;-0.036232961225755;0.022;0.025;1
Cpne1;0.396477357450619;-0.036074173681961;0.065;0.061;1
Ccdc50;0.011738803596834;-0.036043297465942;0.124;0.107;1
Dock8;0.094214117999136;-0.036039957473351;0.136;0.124;1
Ppp6r1;0.663019287316058;-0.035976082865775;0.079;0.076;1
Ncald;0.057644229086606;-0.03595878169859;0.081;0.071;1
Spice1;0.078469251405423;-0.035930176212055;0.007;0.01;1
Rapgef2;0.936560005873116;-0.03586893249763;0.022;0.021;1
Ttc33;0.648071747666564;-0.035850889905149;0.051;0.048;1
2410022M11Rik;0.439412796654208;-0.035698112484235;0.02;0.022;1
Plxnc1;0.192460295705164;-0.035609344041002;0.012;0.015;1
Gm17655;0.302842826860746;-0.035518202300507;0.01;0.012;1
Ramac;0.128163135464949;-0.035458417609345;0.168;0.155;1
Bcl2l1;0.575421612313733;-0.035444655844807;0.028;0.03;1
Ada;0.002191643109954;-0.035417395498374;0.006;0.011;1
Itgb3;0.066144091362432;-0.035381181444257;0.016;0.02;1
Ccdc28b;0.885013538538093;-0.035365497347308;0.047;0.047;1
Hdac5;0.024356513379447;-0.035364867217191;0.011;0.016;1
Inpp4a;0.17583996339916;-0.035323387312685;0.013;0.016;1
Fgd3;0.702138328662812;-0.035278324088961;0.017;0.016;1
A130014A01Rik;0.210902054574503;-0.035274221533582;0.008;0.01;1
Mir142hg;0.357487862085396;-0.035244217344264;0.064;0.06;1
Impa1;0.248542630555589;-0.03519567848371;0.114;0.106;1
Fam117a;0.03459670754686;-0.035190537797701;0.069;0.059;1
Pnkd;0.068632267395941;-0.035074986748929;0.13;0.117;1
Fam122a;0.819883471828102;-0.035034940173461;0.041;0.04;1
Pcca;0.366353446357959;-0.034952439549106;0.016;0.018;1
Golph3l;0.486688679152862;-0.034927501705345;0.026;0.024;1
Rnf14;0.295597104094304;-0.03479090851369;0.062;0.057;1
Morrbid;0.946789078252486;-0.034740608083426;0.078;0.078;1
Syne2;0.078569539157854;-0.03469479949298;0.01;0.014;1
Apobec3;0.016303979250937;-0.034600563620571;0.381;0.341;1
Tmem115;0.331530054528017;-0.034595841946105;0.044;0.04;1
Scaper;0.402208255039416;-0.034557732910004;0.017;0.019;1
Snx11;0.686344275803205;-0.034536048060934;0.022;0.021;1
Zfp638;0.119425653112216;-0.034533113492994;0.073;0.065;1
Kmt5b;0.631274085140701;-0.034531435099572;0.044;0.041;1
Rpp25l;0.431351141925619;-0.03451045225953;0.11;0.105;1
Pknox1;0.520064355605715;-0.034498078791231;0.039;0.041;1
Ccng2;0.823707385488904;-0.034369981493889;0.027;0.026;1
Sesn1;0.868392906931896;-0.034296678139248;0.012;0.013;1
Btbd19;0.030220680972794;-0.034269680883418;0.023;0.03;1
Ankrd37;0.072241454063982;-0.034265533990125;0.018;0.022;1
Smpd1;0.342851131057243;-0.034235629994676;0.045;0.041;1
Stard10;0.004836207769352;-0.034197424864492;0.092;0.076;1
Tmc8;0.978848085607587;-0.034184138802024;0.018;0.018;1
Rdh14;0.957980582730902;-0.034165020223688;0.033;0.033;1
3110009E18Rik;0.224569334843689;-0.034115913803216;0.028;0.031;1
4732440D04Rik;0.660226278816512;-0.03410860580117;0.023;0.021;1
H3f3a;0.611401478108352;-0.034106943819667;0.816;0.752;1
mt-Nd6;0.734770069799185;-0.03408021935289;0.033;0.032;1
Pcmtd2;0.811821455689644;-0.034005814450118;0.033;0.033;1
Dis3l;0.037998599345758;-0.034001179211983;0.007;0.01;1
Ulk2;0.973874145748015;-0.033977364708814;0.021;0.021;1
Kbtbd2;0.990997749735872;-0.033975142446841;0.024;0.024;1
Gphn;0.39325875651008;-0.033942082234755;0.011;0.013;1
Gab3;0.614491478074528;-0.033928406584842;0.015;0.016;1
Gm36756;0.038126907484173;-0.033721669431669;0.009;0.013;1
Taf7;0.494665410549591;-0.033703963984767;0.057;0.053;1
Mpv17;0.421032858610025;-0.033678585489593;0.019;0.02;1
R3hdm2;0.287821638890506;-0.033675512113229;0.055;0.05;1
Lrrc58;0.394342360369405;-0.033658996055459;0.06;0.056;1
Prpf18;0.458358874191781;-0.033636881796413;0.065;0.062;1
Lockd;0.594752038843151;-0.033557393348803;0.089;0.085;1
Slc15a3;0.006388174412511;-0.033480740448977;0.006;0.01;1
Eif2ak1;0.395988544135524;-0.033449106977347;0.054;0.05;1
Cfdp1;0.123246806793815;-0.033444050400995;0.134;0.122;1
Dpy19l3;0.140589623404916;-0.03340607333058;0.01;0.013;1
Casp7;0.962252366350048;-0.033275680787676;0.023;0.023;1
Nrf1;0.840555368657155;-0.033250618345373;0.055;0.054;1
Tlk1;0.180557232761926;-0.03318286630653;0.09;0.082;1
Rab33b;0.315119482420879;-0.033112607414219;0.013;0.015;1
Elf4;0.039089422729239;-0.033045197180597;0.094;0.083;1
Airn;0.102464329270991;-0.033043816290791;0.013;0.016;1
Clk3;0.118386103456023;-0.033011717919514;0.061;0.054;1
Akap13;0.007886134338793;-0.032984474272676;0.389;0.345;1
Ntrk3;0.171603336074032;-0.032930461417119;0.007;0.01;1
Ubash3a;0.308802351669994;-0.032920585665313;0.104;0.097;1
Pet100;0.091968709728231;-0.032877374391115;0.226;0.208;1
Trappc2;0.563975946159127;-0.032839177489372;0.019;0.021;1
Mindy2;0.226682556120146;-0.032790737921825;0.067;0.061;1
Tigd2;0.051943340618814;-0.032705325271307;0.101;0.089;1
Sirt5;0.044473357818879;-0.032688874459447;0.008;0.011;1
Ttc39b;0.016769120407234;-0.03261059938669;0.146;0.129;1
Fbxo3;0.871512098523371;-0.032604976438145;0.043;0.042;1
Tagap;0.733438104696183;-0.032599352695068;0.031;0.032;1
Endod1;0.469640974175852;-0.032572186134393;0.025;0.027;1
Zfp846;0.200684466151313;-0.032547945155978;0.01;0.012;1
Bicra;0.490113274197897;-0.032501990772325;0.013;0.015;1
Oxsm;0.111071735881851;-0.032319452823086;0.01;0.013;1
Rlf;0.059268812000798;-0.032285734368065;0.069;0.06;1
Letm2;0.959977004103869;-0.032233816926374;0.028;0.027;1
Sik2;0.80778686749963;-0.032208951322405;0.012;0.012;1
Fnbp1;0.004324828049936;-0.032189905487662;0.167;0.144;1
Isy1;0.079864997280055;-0.032156610193849;0.106;0.095;1
Pex3;0.779554540793935;-0.032123324266154;0.024;0.023;1
Nsrp1;0.065375908546812;-0.032028522698449;0.115;0.103;1
Depdc5;0.246242650211797;-0.03201268909665;0.011;0.013;1
Cd200r4;0.291982181431053;-0.0320009807402;0.012;0.014;1
Rgs14;0.725310926937624;-0.03198912684616;0.037;0.035;1
Plscr1;0.417604774194877;-0.031967503783555;0.037;0.04;1
Ifi204;0.279603065445485;-0.031961401627787;0.014;0.017;1
Smad7;0.03611223995662;-0.031957553440212;0.09;0.079;1
Trbc2;0.160287285802642;-0.031850723795993;0.939;0.896;1
Rhbdd1;0.016833115222605;-0.031827257562776;0.006;0.01;1
Arnt;0.158502781876708;-0.031805015696892;0.015;0.018;1
Mrpl52;0.002745745406401;-0.031770246884278;0.419;0.368;1
Gna11;0.880488891298398;-0.031720848764749;0.034;0.033;1
Irf2bpl;0.716509714780979;-0.031702754336373;0.04;0.038;1
Bcat2;0.09207987953188;-0.03166408549367;0.018;0.023;1
Mettl4;0.534071383065367;-0.031660515939623;0.019;0.02;1
Ing4;0.110887848133789;-0.031543840751165;0.074;0.066;1
Ccdc127;0.187323208995827;-0.031438230878946;0.044;0.039;1
Pfkp;0.014369640512887;-0.031379775742863;0.278;0.249;1
Rab11fip1;0.949601382272266;-0.031370239471381;0.021;0.021;1
S100a1;0.685843818326253;-0.031357724107678;0.019;0.02;1
Gramd3;0.005559116207328;-0.031198601130191;0.231;0.203;1
Faap20;0.968191631357016;-0.031129350994973;0.072;0.072;1
Fli1;0.125629735241069;-0.031118178621013;0.123;0.113;1
Rpl36;0.059827029613502;-0.031081504079787;0.989;0.98;1
Setd4;0.010815297547758;-0.031075034670187;0.012;0.018;1
Ski;0.675155302224666;-0.03103322090427;0.022;0.023;1
Gfm2;0.554183351762256;-0.030992270961693;0.013;0.015;1
Lbh;0.007735973153262;-0.030989170792518;0.117;0.1;1
Bcl3;0.938927720608076;-0.030970119318265;0.028;0.028;1
Atp11b;0.032969293029379;-0.030922333428396;0.17;0.152;1
Mad2l1bp;0.460543652117517;-0.03091187951083;0.062;0.058;1
Golim4;0.38074396986278;-0.030900276393817;0.016;0.018;1
Nlrc3;0.923599338621948;-0.030865125805957;0.044;0.043;1
Chm;0.975933802616808;-0.030861198010624;0.026;0.026;1
Mpdu1;0.017146406557504;-0.030833845897568;0.139;0.123;1
Nkap;0.21859992991069;-0.030828125573419;0.074;0.068;1
Ctso;0.523609586691018;-0.030813689294741;0.041;0.044;1
Rprd1b;0.810826401589709;-0.03079482754591;0.039;0.038;1
Lpin2;0.922944411353119;-0.030777411109875;0.036;0.036;1
Spryd3;0.260239723938095;-0.030714216275012;0.06;0.055;1
Bod1l;0.031526010169359;-0.030711969254958;0.124;0.11;1
Abhd12;0.541786521166194;-0.030668344573042;0.049;0.047;1
Pafah1b1;0.042311633226467;-0.030645476477463;0.248;0.225;1
Cd74;0.69898127581845;-0.030634899162608;0.012;0.013;1
Rab9;0.30801218199322;-0.030484702754078;0.062;0.057;1
C030034I22Rik;0.604263519597848;-0.030477304368006;0.023;0.024;1
Vps45;0.992360947064121;-0.030439481377566;0.03;0.03;1
Ggact;0.521832623908587;-0.030436783919734;0.023;0.024;1
Ica1;0.013992629485593;-0.030419642157871;0.011;0.017;1
Abhd5;0.084978968256703;-0.030375166219669;0.02;0.024;1
Ikzf5;0.944891891975138;-0.030299910503593;0.028;0.029;1
Xpa;0.02833316903503;-0.030295776881228;0.165;0.147;1
Diablo;0.098806819537164;-0.030275702703718;0.05;0.043;1
Katna1;0.167799936897252;-0.030260021431122;0.074;0.067;1
Rab39b;0.069223894681482;-0.030240330923035;0.007;0.01;1
Lims1;0.092991555151592;-0.030211537686729;0.103;0.093;1
Ifitm2;0.005149611742416;-0.030126043732353;0.011;0.017;1
Eapp;0.025214870572948;-0.02996244430171;0.173;0.154;1
Abcc5;0.619740529386102;-0.029912461248949;0.015;0.016;1
Mxd1;0.576491314792507;-0.029840271001123;0.035;0.033;1
Mboat1;0.02283974036538;-0.02983292291814;0.006;0.01;1
Zmiz1;0.446802286075131;-0.029770707540045;0.07;0.066;1
Xlr4b;0.400724551680005;-0.02973462840297;0.047;0.043;1
Fgl2;0.361856501243905;-0.029697289273223;0.063;0.058;1
Cog4;0.745203551039899;-0.029677657299547;0.032;0.031;1
Tmem70;0.219654726644956;-0.029635905091281;0.061;0.055;1
P2ry12;0.265988546959257;-0.029630648962985;0.016;0.018;1
Rhbdf2;0.0703879114597;-0.029570662055794;0.01;0.014;1
P2ry10b;0.1157849001883;-0.029528578068693;0.01;0.013;1
Csnk2a1;0.001803698159253;-0.02950439004189;0.225;0.195;1
B3glct;0.278814379180574;-0.029471688916257;0.016;0.019;1
Fbxo25;0.401758698426685;-0.029459115911731;0.013;0.015;1
Snx20;0.05129846219844;-0.029457743303776;0.094;0.083;1
Agk;0.478042765024448;-0.029457495460551;0.023;0.025;1
Magt1;0.038713355975125;-0.029442505313735;0.083;0.073;1
Mmut;0.918068506134828;-0.029401923423975;0.021;0.021;1
Cyren;0.265491877878587;-0.029363479006794;0.02;0.023;1
Aldh16a1;0.717247809858294;-0.029354438584114;0.033;0.034;1
Ccdc84;0.615613723112005;-0.029347571628565;0.031;0.029;1
Zbtb6;0.251979655113558;-0.02928182801923;0.01;0.013;1
Oser1;0.12801022455702;-0.02927740030842;0.067;0.06;1
Asxl2;0.064880052782843;-0.02927171419867;0.059;0.051;1
Snx14;0.785752199997395;-0.029261508086885;0.02;0.021;1
Cers5;0.205838698037798;-0.029180848001873;0.065;0.059;1
Arhgdia;0.001260810626265;-0.029177529520001;0.479;0.42;1
Tmem185a;0.528333438355761;-0.029177411920871;0.009;0.01;1
Dcaf17;0.746009336646624;-0.029162407803547;0.025;0.026;1
Enpp4;0.172300410901041;-0.029150784525297;0.015;0.018;1
Abtb2;0.772381045225011;-0.029110337634655;0.014;0.014;1
Rnf6;0.075856327274566;-0.029078045842413;0.087;0.077;1
Rcn2;0.962876585706701;-0.029077803184021;0.033;0.034;1
Zfp809;0.441041457274584;-0.029045730700333;0.013;0.014;1
Tnfrsf13c;0.161658858113505;-0.028987848181514;0.008;0.011;1
Dop1a;0.809231048098457;-0.028983695061258;0.02;0.019;1
Mthfs;0.784254951604468;-0.028897816068776;0.044;0.043;1
Acss1;0.883208089707397;-0.028893790397591;0.014;0.014;1
Pnrc2;0.452304255621144;-0.028883869099808;0.06;0.056;1
Senp7;0.216725366162105;-0.028857161165951;0.056;0.05;1
Cdc5l;0.017823449847937;-0.028812230279808;0.137;0.121;1
Btaf1;0.934999930342452;-0.028757726222049;0.021;0.02;1
Itpripl1;0.522365339551647;-0.028747752529723;0.018;0.02;1
Rpl21;0.114069078026397;-0.028743762015288;0.992;0.98;1
Atf6b;0.938568417935684;-0.028727931677599;0.025;0.025;1
Kctd18;0.725847342552631;-0.028658681999125;0.025;0.025;1
Srd5a3;0.502971511806969;-0.028647975410525;0.046;0.043;1
Dnajc4;0.889846260824402;-0.028563614072606;0.037;0.036;1
Baiap3;0.231326663769801;-0.028400623914044;0.043;0.039;1
Gm9993;0.591480634941421;-0.028334585195199;0.015;0.016;1
Ccdc130;0.394974382458417;-0.028297457001726;0.01;0.011;1
Dram2;0.378839840120351;-0.028272540944224;0.022;0.025;1
Map2k4;0.538065836435783;-0.028254720934648;0.041;0.039;1
Polr2m;0.089119880745674;-0.028150867068497;0.163;0.149;1
Epc1;0.274695894703336;-0.028114791079227;0.07;0.065;1
Gmppa;0.440720660015479;-0.028068492525088;0.03;0.028;1
Lrba;0.932993516283931;-0.028065295062929;0.034;0.035;1
Ttc17;0.391829402509814;-0.028056795875525;0.017;0.015;1
Heca;0.008839520807901;-0.028052906438439;0.11;0.094;1
Sptssa;0.004681568281351;-0.028019797691563;0.183;0.16;1
Selenoo;0.825730364717431;-0.027986572706448;0.024;0.024;1
Sbno2;0.394974944981402;-0.027971385806633;0.031;0.028;1
Crbn;0.017546662560769;-0.027952576470642;0.09;0.077;1
Ube2j1;0.475368832537284;-0.027915143147671;0.077;0.073;1
Slc35a1;0.116435892381088;-0.027827899811427;0.014;0.018;1
Plxdc1;0.346511747232004;-0.02781754745089;0.014;0.016;1
Lgals8;0.527226902837003;-0.027795678341332;0.044;0.041;1
Rps7;0.044513670182592;-0.027743529107677;0.996;0.99;1
AI480526;0.3974997037606;-0.027674354909378;0.014;0.016;1
Rcbtb1;0.352530444154377;-0.027615688763103;0.017;0.019;1
Gfpt1;0.384191468163256;-0.027606755788258;0.04;0.037;1
Mllt1;0.19137133580884;-0.027574505380599;0.011;0.014;1
Kpna4;0.051349931224139;-0.027473983486249;0.106;0.094;1
Dhx16;0.523109788801725;-0.027443579377637;0.053;0.05;1
Gosr1;0.23815502763356;-0.027442082712505;0.067;0.061;1
Gpr108;0.154687479492403;-0.027438653720457;0.051;0.045;1
Armt1;0.36808242003776;-0.02743067691776;0.035;0.032;1
Gas5;0.052862225873248;-0.02740961624457;0.633;0.572;1
Uhrf1bp1l;0.428385701828097;-0.027333862305199;0.038;0.036;1
Efhd2;0.01124931590466;-0.027302568366102;0.427;0.379;1
Tmco6;0.712260602507953;-0.02727796645944;0.019;0.019;1
Ing3;0.988100437101352;-0.027262449492371;0.037;0.037;1
Arih2;0.195474083448484;-0.027257878512873;0.051;0.046;1
Prr7;0.497278524159243;-0.027214893518305;0.04;0.038;1
Tspan14;0.880241038054044;-0.027202065843088;0.025;0.024;1
Cd38;0.464565073961001;-0.027183637212705;0.035;0.032;1
Rpl39l;0.080273953223475;-0.027153281710337;0.007;0.01;1
Ttc13;0.621632671958058;-0.027136683187364;0.033;0.031;1
Ankfy1;0.547568780146984;-0.027096296925884;0.035;0.033;1
Zfp954;0.931491401304764;-0.027055388817016;0.018;0.018;1
Gpr160;0.994436072188825;-0.027040941997456;0.017;0.017;1
Ppp2r5a;0.051114664604533;-0.026883373724184;0.148;0.133;1
Vasp;0.025894302087074;-0.02687682747583;0.448;0.403;1
2810006K23Rik;0.355480720881295;-0.026795260505141;0.017;0.019;1
Esco1;0.266120221727479;-0.026778773130365;0.067;0.062;1
Lamtor5;0.001694922948277;-0.026681280181035;0.337;0.296;1
Tada1;0.334083723959112;-0.026674231029014;0.032;0.029;1
Pdlim1;0.019205124705569;-0.02663945732164;0.072;0.06;1
Kif21b;0.01429992878743;-0.026625012688518;0.129;0.112;1
Cbx8;0.375924637240082;-0.026587622414038;0.011;0.013;1
Dock5;0.601167484614445;-0.02657483297708;0.033;0.031;1
Birc3;0.474977911673328;-0.026496465521374;0.02;0.022;1
Wasf2;0.000635028281426;-0.026465037054178;0.243;0.209;1
3110056K07Rik;0.664716360918059;-0.026459469965186;0.035;0.033;1
Zfp758;0.250607690162863;-0.026459063551725;0.011;0.013;1
Traf2;0.97797701329636;-0.026371147884847;0.041;0.041;1
Prxl2c;0.442755162905425;-0.026363116785565;0.034;0.032;1
Pak2;0.001419747429628;-0.026220953666787;0.268;0.233;1
Mink1;0.900501332454796;-0.02619420773936;0.035;0.034;1
Setx;0.360911581584526;-0.026100857883739;0.091;0.086;1
