GO:0002181	2.839127907405097e-121
GO:0140236	1.6703523949640044e-83
GO:0140241	4.440567062500927e-83
GO:0140242	4.440567062500927e-83
GO:0042254	5.0030484761676064e-29
GO:0022613	2.5899362931644804e-26
GO:0042274	2.8337422842598887e-24
GO:0042255	1.1033873255270043e-21
GO:0006364	1.7723024449500044e-21
GO:0016072	5.711972735067375e-20
GO:0002181	6.19966257516054e-91
GO:0140236	7.012578910970498e-69
GO:0140241	1.5213456498381078e-68
GO:0140242	1.5213456498381078e-68
GO:0042254	5.9051397575153e-19
GO:0042274	5.1642047253851344e-17
GO:0022613	1.3718286837765718e-16
GO:0042255	6.638044580660542e-15
GO:0006364	2.2046370850355006e-14
GO:0030098	2.834401308512823e-13
GO:0007059	5.31194471714589e-91
GO:0000280	1.391206203804599e-70
GO:0098813	3.328607602747574e-69
GO:0006260	1.3776542029003035e-67
GO:0140014	1.12976629910667e-66
GO:0000819	4.4382654149252784e-64
GO:0000070	1.0389549370456157e-61
GO:0044772	1.4063143310951575e-55
GO:0006261	1.213602608074219e-50
GO:0090068	6.666959307085723e-50
GO:0002449	5.506439516321551e-9
GO:0042267	5.506439516321551e-9
GO:0002228	5.506439516321551e-9
GO:0002443	5.872330995328921e-8
GO:0001909	5.872330995328921e-8
GO:0001906	6.335508870387407e-8
GO:0002460	2.7475024699489154e-7
GO:0045088	3.438415334063624e-7
GO:0002831	3.671253418027366e-7
GO:1903706	1.4648962927085852e-6
GO:0006091	1.0066161101090179e-26
GO:0045333	6.950874192834924e-22
GO:0015980	6.950874192834924e-22
GO:0009060	1.0287838935179318e-20
GO:0009141	1.0796147625127473e-20
GO:0006119	2.1256704857241333e-20
GO:0009142	5.626551016948701e-19
GO:0009206	6.288653603487127e-19
GO:0009145	6.833141375218423e-19
GO:0009205	8.070853322977825e-19
GO:0071674	2.6559576933843795e-9
GO:0072678	2.6559576933843795e-9
GO:0050900	2.6559576933843795e-9
GO:0032970	5.384513028350723e-9
GO:0032956	5.384513028350723e-9
GO:0007159	5.384513028350723e-9
GO:0002366	6.04404263581759e-9
GO:0002263	6.3788248489001095e-9
GO:0050863	8.132541422328593e-9
GO:0110053	8.132541422328593e-9
GO:0007159	1.2606054738164166e-10
GO:0042098	2.305052324716251e-10
GO:0050863	2.721058837886333e-9
GO:0002697	2.721058837886333e-9
GO:0032609	3.2155263885351614e-9
GO:0042129	4.586898365480665e-9
GO:0046651	7.495493074019513e-9
GO:0032943	7.495493074019513e-9
GO:0071677	7.495493074019513e-9
GO:0009615	7.495493074019513e-9
GO:0031349	7.495493074019513e-9
GO:0042267	2.064638769513317e-5
GO:0002228	2.064638769513317e-5
GO:0001906	2.064638769513317e-5
GO:0002443	2.064638769513317e-5
GO:0002449	2.2518834996666605e-5
GO:0001909	2.3024604513425454e-5
GO:0019835	2.3024604513425454e-5
GO:0042269	3.616599703313295e-5
GO:0002715	4.067462558486375e-5
GO:0031341	1.1537955548998472e-4
GO:0045954	1.1537955548998472e-4
