p_val;avg_log2FC;pct.1;pct.2;p_val_adj;cluster;gene
7,65411139858948e-184;1.2330173886946;0.607;0.111;2.47112986503461E-193;TexProl;Hist1h1c
7,45729570931253e-183;1.09194910290838;0.555;0.096;2.40758791975155E-192;TexProl;Ezh2
5,40889772815465e-181;0.3658197082431;0.122;0.004;1.74626263153473E-190;TexProl;Hist1h2an
1,90774340856935e-178;0.562587508364687;0.233;0.017;6.15914959456616E-188;TexProl;Ska1
2,75424272048589e-175;0.753439569235833;0.26;0.022;8.89207262308868E-185;TexProl;Ncapg2
1,14048632612288e-174;1.03053482441451;0.497;0.08;3.6820601038877E-184;TexProl;Ccdc34
1,91354514549367e-173;0.491058416586808;0.16;0.008;6.17788050222632E-183;TexProl;Foxm1
2,20964673138389e-169;1.38565191663736;0.745;0.184;7.13384447227288E-179;TexProl;Pcna
2,01618972971633e-168;0.981690203403222;0.465;0.073;6.50926854238917E-178;TexProl;Rfc4
7,20377250884611e-168;0.64680893676385;0.239;0.02;2.32573795448097E-177;TexProl;Plk1
2,62589853388919e-166;0.855209363325007;0.332;0.039;8.47771341666124E-176;TexProl;Uhrf1
3,84839559016211e-160;0.409551404801864;0.131;0.005;1.24245451628384E-169;TexProl;E2f7
6,02320047791499e-160;0.936325707346547;0.33;0.04;1.94459027429485E-169;TexProl;Tpx2
1,00462566966231e-158;1.39617884879871;0.79;0.221;3.24343397450477E-168;TexProl;Ube2s
7,60533557721865e-157;0.611810771995543;0.208;0.016;2.45538259110504E-166;TexProl;Tcf19
2,43037024489962e-156;0.315642313997901;0.108;0.003;7.84645033565844E-166;TexProl;Hist1h2bh
9,62659190691068e-148;0.896275785506428;0.332;0.043;3.10794519714611E-157;TexProl;Tacc3
6,98628796886552e-147;0.440899325635043;0.158;0.009;2.25552307074823E-156;TexProl;Nuf2
5,96291752240040e-145;0.420824455810565;0.16;0.01;1.92512792210697E-153;TexProl;Aurka
9,52404555407780e-145;0.344366259694289;0.126;0.006;3.07483810713402E-153;TexProl;Lrr1
2,81164367421568e-142;0.594729325891276;0.246;0.024;9.07739160220531E-152;TexProl;Bub1b
5,23983558879164e-141;0.712224521157108;0.3;0.037;1.69168091984138E-150;TexProl;Cenpk
7,87163886289189e-136;0.392037330293345;0.129;0.006;2.54135860688465E-145;TexProl;Oip5
2,29705761018310e-135;0.94175311150323;0.501;0.098;7.41605049447615E-144;TexProl;Mcm7
6,00888193445207e-133;0.791415958424656;0.293;0.037;1.93996753253785E-142;TexProl;Cenpe
1,02681405792599e-132;0.670955001146903;0.269;0.031;3.31506918601405E-142;TexProl;Cenph
2,89074980571378e-129;0.592653273708503;0.251;0.027;9.33278574774695E-139;TexProl;Hmmr
5,38481889237730e-127;0.903199299482924;0.506;0.103;1.73848877940401E-135;TexProl;Dnmt1
1,32972138553501e-125;0.408409051296059;0.122;0.006;4.29300549319979E-135;TexProl;Stil
5,49322509827194e-125;0.455844312130873;0.158;0.011;1.7734877229771E-134;TexProl;Brca1
6,67618711527525e-124;0.442330919976327;0.156;0.011;2.15540701016662E-133;TexProl;Neil3
8,86003680918951e-122;0.346161837542604;0.111;0.005;2.86046288384683E-131;TexProl;Ttk
1,79451359857889e-119;0.489160039806141;0.183;0.016;5.79358715301195E-129;TexProl;Cenpl
1,29380022949611e-118;0.774860572972567;0.316;0.046;4.17703404092819E-128;TexProl;Ncapd3
1,40365940219414e-118;1.23541509952893;0.856;0.302;4.53171437998379E-128;TexProl;Dek
4,12409854446753e-118;1.03954710188098;0.745;0.215;1.33146521508134E-127;TexProl;Smc4
6,07791094012851e-115;0.310569646641599;0.102;0.004;1.96225354702049E-124;TexProl;Anln
3,77434408888676e-114;0.548453883254308;0.19;0.018;1.21854698909709E-123;TexProl;Cdkn2c
1,04610832879347e-113;0.587120721175961;0.23;0.026;3.37736073950971E-123;TexProl;Cit
4,83379354460394e-112;0.479690351987608;0.181;0.016;1.56059024587538E-121;TexProl;Kif4
8,28311977303682e-111;1.06662958595591;0.716;0.21;2.67420521872494E-120;TexProl;Anp32e
1,52709603958071e-109;0.837821882662459;0.503;0.112;4.93022956378632E-119;TexProl;Cmc2
7,31682699559718e-108;0.68777812515019;0.341;0.057;2.36223759552855E-117;TexProl;Mad2l1
4,72082157766736e-107;0.576212014252393;0.235;0.028;1.52411724634991E-116;TexProl;Plk4
9,91424287949304e-106;0.649115792254453;0.309;0.048;3.20081331364433E-115;TexProl;Cenpm
1,38471276326220e-106;0.490618966565407;0.194;0.02;4.470545156192E-115;TexProl;Cdc45
1,42545511677257e-105;0.407473973840705;0.144;0.011;4.60208184450025E-115;TexProl;Kif2c
1,52676083150058e-104;0.697526302461815;0.343;0.059;4.92914734449962E-114;TexProl;Cbx5
6,74974283647928e-104;0.700948066726521;0.368;0.066;2.17915447475733E-113;TexProl;Atad2
6,95986452838578e-104;0.745137439016849;0.395;0.076;2.24699226298935E-113;TexProl;Rfc3
1,00679877339609e-102;0.49761303598101;0.208;0.023;3.25044983990928E-112;TexProl;Syce2
5,75178136657802e-102;0.385518870909962;0.135;0.01;1.85696261419971E-111;TexProl;Bub1
9,48190385437638e-101;0.751494847665766;0.384;0.074;3.06123265938542E-110;TexProl;Fen1
3,16758558958832e-100;0.65051117129328;0.298;0.047;1.02265500759859E-109;TexProl;Dhfr
3,71677204454115e-98;0.521225832430223;0.217;0.026;1.19995985458011E-107;TexProl;Kif20b
1,34909844883751e-97;0.727602565456699;0.345;0.062;4.35556434207192E-107;TexProl;Nsd2
3,97404467105854e-97;0.46367425959075;0.172;0.017;1.28302032205125E-106;TexProl;Mybl2
2,87074271936356e-96;0.772316755555015;0.479;0.109;9.26819286946525E-106;TexProl;Racgap1
5,30108069602383e-96;0.502297503094482;0.214;0.026;1.71145390271129E-105;TexProl;Cenps
1,05691309830429e-95;0.666497178101921;0.363;0.069;3.41224393787541E-105;TexProl;Orc6
1,51801065716928e-94;0.710243636569954;0.3;0.05;4.90089740667103E-104;TexProl;Ccne1
3,08542054851926e-94;0.302523496503168;0.117;0.008;9.96128024089443E-104;TexProl;Spdl1
7,77505330181310e-95;0.682286571692415;0.312;0.054;2.51017595849036E-103;TexProl;Prim1
8,46097854736609e-92;0.856962223610863;0.553;0.145;2.73162692401714E-101;TexProl;Slbp
1,12016441789530e-92;0.284026831400081;0.106;0.006;3.61645082317499E-101;TexProl;Arhgap19
7,51362891766002e-91;0.477059002376047;0.19;0.021;2.42577509606654E-100;TexProl;Ube2t
3,09197727313561e-90;0.361866807224081;0.117;0.008;9.98244862631832E-100;TexProl;Spag5
5,93250537424044e-88;0.428281063726532;0.163;0.016;1.91530936007353E-97;TexProl;Cep55
1,97968222781536e-87;0.49924674554895;0.176;0.019;6.3914040725019E-97;TexProl;4930579G24Rik
3,40579444728796e-87;0.758558686245386;0.325;0.061;1.09956073730692E-96;TexProl;Hjurp
