## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT /home/mwaldherr/Paper_RicaWaldherr_2025/analysis_cutnrun/results/bowtie2/mm10_sorted/CnR-20241114-CD8--Ly108--T-WT-RUNX3-rep1_RmBlacklist_sorted.bam --OUTPUT /home/mwaldherr/Paper_RicaWaldherr_2025/analysis_cutnrun/results/bowtie2/mm10_sorted/CnR-20241114-CD8--Ly108--T-WT-RUNX3-rep1_RmBlacklist_sorted_mDup.bam --METRICS_FILE /home/mwaldherr/Paper_RicaWaldherr_2025/analysis_cutnrun/results/bowtie2/mm10_sorted/picard_summary/CnR-20241114-CD8--Ly108--T-WT-RUNX3-rep1_RmBlacklist_picard_mDup.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_DUP_STRATEGY FLOW_QUALITY_SUM_STRATEGY --FLOW_USE_END_IN_UNPAIRED_READS false --FLOW_USE_UNPAIRED_CLIPPED_END false --FLOW_UNPAIRED_END_UNCERTAINTY 0 --FLOW_UNPAIRED_START_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Mar 04 16:50:57 CET 2025

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib	0	11263525	0	2188238	0	4883063	770528	0.433529	9594659

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.038874	3630495	0	3940537
2.0	1.360039	1644155	563514	1568091
3.0	1.459326	680681	77909	571563
4.0	1.490021	257116	12793	187545
5.0	1.49951	92408	2289	58944
6.0	1.502443	33007	504	19493
7.0	1.50335	12981	103	8029
8.0	1.503631	6319	25	4579
9.0	1.503717	3696	10	3085
10.0	1.503744	2595	9	2329
11.0	1.503752	1952	6	1793
12.0	1.503755	1612	3	1528
13.0	1.503756	1343	3	1291
14.0	1.503756	1092	1	1054
15.0	1.503756	975	2	883
16.0	1.503756	808	0	810
17.0	1.503756	686	0	666
18.0	1.503756	626	1	604
19.0	1.503756	552	0	509
20.0	1.503756	440	0	439
21.0	1.503756	428	0	414
22.0	1.503756	386	0	377
23.0	1.503756	366	0	339
24.0	1.503756	311	0	305
25.0	1.503756	276	0	257
26.0	1.503756	250	0	241
27.0	1.503756	235	0	238
28.0	1.503756	234	0	212
29.0	1.503756	208	0	214
30.0	1.503756	183	0	183
31.0	1.503756	168	0	174
32.0	1.503756	177	0	143
33.0	1.503756	138	0	136
34.0	1.503756	134	0	131
35.0	1.503756	130	0	123
36.0	1.503756	109	0	114
37.0	1.503756	119	0	113
38.0	1.503756	113	0	96
39.0	1.503756	90	0	88
40.0	1.503756	95	0	96
41.0	1.503756	103	0	89
42.0	1.503756	85	0	110
43.0	1.503756	80	0	72
44.0	1.503756	71	0	58
45.0	1.503756	72	0	69
46.0	1.503756	63	0	72
47.0	1.503756	62	0	56
48.0	1.503756	55	0	54
49.0	1.503756	57	0	54
50.0	1.503756	51	0	57
51.0	1.503756	60	0	50
52.0	1.503756	50	0	38
53.0	1.503756	41	0	44
54.0	1.503756	36	0	29
55.0	1.503756	44	0	31
56.0	1.503756	31	0	37
57.0	1.503756	33	0	44
58.0	1.503756	36	0	33
59.0	1.503756	28	0	29
60.0	1.503756	35	0	32
61.0	1.503756	33	0	29
62.0	1.503756	26	0	29
63.0	1.503756	25	0	25
64.0	1.503756	22	0	33
65.0	1.503756	32	0	17
66.0	1.503756	27	0	16
67.0	1.503756	25	0	18
68.0	1.503756	13	0	16
69.0	1.503756	18	0	21
70.0	1.503756	16	0	18
71.0	1.503756	18	0	20
72.0	1.503756	17	0	22
73.0	1.503756	25	0	16
74.0	1.503756	11	0	17
75.0	1.503756	19	0	13
76.0	1.503756	12	0	12
77.0	1.503756	15	0	10
78.0	1.503756	11	0	18
79.0	1.503756	17	0	13
80.0	1.503756	16	0	17
81.0	1.503756	11	0	15
82.0	1.503756	14	0	11
83.0	1.503756	16	0	12
84.0	1.503756	11	0	14
85.0	1.503756	12	0	9
86.0	1.503756	15	0	12
87.0	1.503756	7	0	12
88.0	1.503756	20	0	18
89.0	1.503756	10	0	12
90.0	1.503756	9	0	11
91.0	1.503756	12	0	5
92.0	1.503756	9	0	15
93.0	1.503756	11	0	9
94.0	1.503756	9	0	5
