## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT /home/mwaldherr/Paper_RicaWaldherr_2025/analysis_cutnrun/results/bowtie2/mm10_sorted/IgG_controls/CnR-20241114-CD8--Ly108--T-HDAC1-KO-IgG-rep2_RmBlacklist_sorted.bam --OUTPUT /home/mwaldherr/Paper_RicaWaldherr_2025/analysis_cutnrun/results/bowtie2/mm10_sorted/IgG_controls/CnR-20241114-CD8--Ly108--T-HDAC1-KO-IgG-rep2_RmBlacklist_sorted_rmDup.bam --METRICS_FILE /home/mwaldherr/Paper_RicaWaldherr_2025/analysis_cutnrun/results/bowtie2/mm10_sorted/picard_summary/CnR-20241114-CD8--Ly108--T-HDAC1-KO-IgG-rep2_RmBlacklist_picard_rmDup.txt --REMOVE_DUPLICATES true --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_DUP_STRATEGY FLOW_QUALITY_SUM_STRATEGY --FLOW_USE_END_IN_UNPAIRED_READS false --FLOW_USE_UNPAIRED_CLIPPED_END false --FLOW_UNPAIRED_END_UNCERTAINTY 0 --FLOW_UNPAIRED_START_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Mar 04 15:17:30 CET 2025

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib	0	10856343	0	4688028	0	3638877	829119	0.335184	14364801

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.05554	4740231	0	5165168
2.0	1.551278	1686386	618115	1509643
3.0	1.784103	552902	81200	407947
4.0	1.89345	166411	12650	98900
5.0	1.944805	47568	2078	23026
6.0	1.968924	13666	356	5698
7.0	1.980252	4209	70	1980
8.0	1.985572	1616	13	983
9.0	1.988071	851	2	675
10.0	1.989244	485	1	426
11.0	1.989795	387	0	363
12.0	1.990054	319	0	306
13.0	1.990176	243	1	234
14.0	1.990233	221	0	208
15.0	1.990259	178	1	167
16.0	1.990272	113	0	110
17.0	1.990278	108	0	100
18.0	1.990281	94	0	93
19.0	1.990282	69	0	72
20.0	1.990283	67	0	58
21.0	1.990283	65	0	61
22.0	1.990283	42	0	34
23.0	1.990283	36	0	43
24.0	1.990283	41	0	31
25.0	1.990283	37	0	33
26.0	1.990283	29	0	27
27.0	1.990283	28	0	29
28.0	1.990283	17	0	21
29.0	1.990283	23	0	22
30.0	1.990283	22	0	20
31.0	1.990283	16	0	13
32.0	1.990283	18	0	18
33.0	1.990283	12	0	8
34.0	1.990283	10	0	7
35.0	1.990283	7	0	13
36.0	1.990283	10	0	5
37.0	1.990283	6	0	7
38.0	1.990283	1	0	4
39.0	1.990283	8	0	9
40.0	1.990283	8	0	4
41.0	1.990283	5	0	5
42.0	1.990283	7	0	8
43.0	1.990283	8	0	5
44.0	1.990283	5	0	3
45.0	1.990283	3	0	5
46.0	1.990283	3	0	1
47.0	1.990283	2	0	7
48.0	1.990283	6	0	3
49.0	1.990283	3	0	2
50.0	1.990283	3	0	2
51.0	1.990283	3	0	2
52.0	1.990283	2	0	2
53.0	1.990283	0	0	0
54.0	1.990283	2	0	2
55.0	1.990283	2	0	3
56.0	1.990283	1	0	2
57.0	1.990283	2	0	1
58.0	1.990283	1	0	2
59.0	1.990283	2	0	0
60.0	1.990283	1	0	1
61.0	1.990283	0	0	2
62.0	1.990283	3	0	0
63.0	1.990283	1	0	1
64.0	1.990283	0	0	0
65.0	1.990283	0	0	0
66.0	1.990283	0	0	0
67.0	1.990283	0	0	0
68.0	1.990283	1	0	1
69.0	1.990283	0	0	0
70.0	1.990283	1	0	1
71.0	1.990283	0	0	1
72.0	1.990283	0	0	1
73.0	1.990283	2	0	2
74.0	1.990283	1	0	3
75.0	1.990283	3	0	0
76.0	1.990283	0	0	0
77.0	1.990283	1	0	0
78.0	1.990283	0	0	0
79.0	1.990283	0	0	0
80.0	1.990283	1	0	1
81.0	1.990283	0	0	0
82.0	1.990283	0	0	0
83.0	1.990283	0	0	0
84.0	1.990283	0	0	1
85.0	1.990283	1	0	1
86.0	1.990283	1	0	0
87.0	1.990283	0	0	0
88.0	1.990283	0	0	1
89.0	1.990283	0	0	0
90.0	1.990283	1	0	0
91.0	1.990283	0	0	0
92.0	1.990283	0	0	0
93.0	1.990283	0	0	1
94.0	1.990283	0	0	1
95.0	1.990283	1	0	1
96.0	1.990283	0	0	0
97.0	1.990283	0	0	2
98.0	1.990283	3	0	1
99.0	1.990283	1	0	1
100.0	1.990283	0	0	0
101.0	0	1	0	1
102.0	0	1	0	1
103.0	0	2	0	1
104.0	0	1	0	0
106.0	0	0	0	2
109.0	0	1	0	0
112.0	0	1	0	0
119.0	0	0	0	1
120.0	0	1	0	0
124.0	0	1	0	1
176.0	0	0	0	1
190.0	0	1	0	0
467.0	0	0	0	1
473.0	0	1	0	0
517.0	0	0	0	1
529.0	0	1	0	0

